frequency,runtime_sec,peak_memory_mb,success,error,max_dynamic_lat,max_curvature,max_torsion,end_to_end_distance,S_lat,cobb_angle,z_tip,x_tip,y_tip,bending_energy,shear_energy,translational_energy,rotational_energy,gravitational_energy
0.5,15.120119571685791,15.519196510314941,True,,0.0031484444919043903,30.015989406697724,0.04858373085984563,0.27683293700579564,0.03336139241932102,2.0776286056689917,0.05034215619323428,0.003137903686105357,0.27219900051529866,0.030058423060605213,0.0006216986525282317,0.00010779500778719998,3.115526107075685e-07,0.04986321918819232
0.6,10.074854850769043,0.4292926788330078,True,,0.0031164737197783496,31.645282118737025,0.03476115507188627,0.2820929016468164,0.02846920266944099,1.8554698366943099,0.09054140058761026,0.0031141782580769166,0.267149699294106,0.01281062018825459,0.0001440733884599314,1.7226858196396384e-05,1.0111792690824598e-07,0.07752151756681515
0.7,10.179848909378052,0.4281139373779297,True,,0.0031352740684843297,30.841787047296126,0.035851022218280224,0.2841593810885365,0.028972417453344397,1.6645556826516406,0.09604772524619576,0.0031352740684843297,0.2674164512369553,0.013675559099070419,0.0008892305173566013,0.0006644119636700423,6.687776729321839e-07,0.07814703908054331
0.8,10.037079811096191,0.42717933654785156,True,,0.0031655651201221357,29.789092411995234,0.046251799619936675,0.2799267129391933,0.03342032898235746,1.8560441156476266,0.06372780351573219,0.00316308232248427,0.272557749084892,0.026622188286956637,0.0010416626400110804,0.0004556509770012281,6.150750772615925e-07,0.056671003013535774
0.9,10.026033401489258,0.43447303771972656,True,,0.0031410390188546934,31.120814426483836,0.03935789128100438,0.279707168626259,0.03033924407642574,1.891405508073524,0.07674700912178156,0.003120333508170006,0.26895401147887243,0.018729654422387162,0.0001599703917878261,4.510085646719226e-05,1.697139464140588e-07,0.06746930937513669
1.0,9.926873683929443,0.42635154724121094,True,,0.0031166323438340726,31.276770648811432,0.03528781496757468,0.28334604614904996,0.02847542750398968,1.7281431195444352,0.0957075588740542,0.0031166323438340726,0.2666745800512347,0.01271131849950046,0.0004985364997989906,0.00026314062097747417,3.000014413874507e-07,0.0790948167423417
1.1,9.959290504455566,0.43462371826171875,True,,0.003165319641462673,30.088000984804147,0.04295716362492767,0.281648347371665,0.03171437608306358,1.781715189951313,0.07546665656217456,0.003165319641462673,0.2713310820309465,0.021142999142766957,0.0012827156929584539,0.0008881219658134229,9.358334019704062e-07,0.06464966682140828
1.2000000000000002,10.02860426902771,0.4256401062011719,True,,0.003157462373454475,30.52030214527841,0.042300937179868686,0.279872278563882,0.031734133475875545,1.88161432472831,0.07029262095560321,0.0031374277495898567,0.2708829937350205,0.022408621871164623,0.0003282856268701169,4.843593911671766e-05,2.0784910778431332e-07,0.062248613599876365
1.3,10.544116020202637,0.4264335632324219,True,,0.003124482708441017,31.40823094744679,0.03581421851334053,0.28187086146652024,0.0287842923741164,1.78138370687735,0.09034884360343386,0.0031053806057742056,0.2669805716053019,0.014235149598853,0.0002362341717008278,4.383455977343742e-05,1.3299924723871142e-07,0.07597153400104713
1.4,13.64914846420288,0.4266242980957031,True,,0.0031483884270170027,30.54266899586367,0.039938948915514395,0.2821795195320108,0.030271698560796555,1.7562672022450205,0.08385940692494208,0.0031483884270170027,0.26941226542944563,0.017191809724272224,0.0011856290867509472,0.0009395095216551178,9.12677425340238e-07,0.07071555168711974
