chi_kappa,lateral_dev,sagittal_range,curvature_inflections,cobb_angle_deg
0.0,0.0,0.9290142748974655,1,0.0
15.0,0.0,0.25320758822419326,2,180.0
30.0,0.0,0.5517219106789774,12,180.0
