Neural_Delay_tau,Predictive_Horizon_Tpred,Stable,Control_Effort,Total_Free_Energy
0.2736842105263158,0.16842105263157894,1,0.5201837388989932,0.004282205966432366
0.2736842105263158,0.18947368421052632,1,0.5232308902021097,0.004379713045345295
0.2736842105263158,0.21052631578947367,1,0.5177882931162303,0.004563568871707529
0.2736842105263158,0.23157894736842105,1,0.5090637631899758,0.004703818764315755
0.2736842105263158,0.25263157894736843,1,0.4975010869902857,0.00486077984137833
0.2736842105263158,0.2736842105263158,1,0.4840788787516974,0.005037673032740069
0.2736842105263158,0.29473684210526313,1,0.44757503613766286,0.005214484716349764
0.2736842105263158,0.3157894736842105,1,0.41924993681712175,0.0054294819757499035
0.2736842105263158,0.3368421052631579,1,0.39683708167024556,0.005677827057088325
0.2736842105263158,0.35789473684210527,1,0.37880642138701504,0.005957196056890816
0.2736842105263158,0.37894736842105264,1,0.3640954199485698,0.006266894987281512
0.2736842105263158,0.4,1,0.3466542920685272,0.006789538291740334
0.29473684210526313,0.0,0,inf,inf
0.29473684210526313,0.021052631578947368,0,inf,inf
0.29473684210526313,0.042105263157894736,0,inf,inf
0.29473684210526313,0.06315789473684211,1,36.04737968346948,5.689213750117664
0.29473684210526313,0.08421052631578947,1,15.428089852205717,0.7968248205316798
0.29473684210526313,0.10526315789473684,1,4.873841335654895,0.055698213202407316
0.29473684210526313,0.12631578947368421,1,1.6463729918555439,0.007281458920195558
0.29473684210526313,0.14736842105263157,1,0.6971809925952881,0.004425169023957077
0.29473684210526313,0.16842105263157894,1,0.5109951102872277,0.004289868275910395
0.29473684210526313,0.18947368421052632,1,0.5142384618600355,0.0043691476694277765
0.29473684210526313,0.21052631578947367,1,0.5114248461219812,0.00455549461917301
0.29473684210526313,0.23157894736842105,1,0.5041454517066022,0.004699175176342375
0.29473684210526313,0.25263157894736843,1,0.4937914810459653,0.004858754297926054
0.29473684210526313,0.2736842105263158,1,0.48135715708001453,0.005037348804169695
0.29473684210526313,0.29473684210526313,1,0.46772371369982224,0.005237873542182314
0.29473684210526313,0.3157894736842105,1,0.4339810665312845,0.0054443724910895365
0.29473684210526313,0.3368421052631579,1,0.40783156299186885,0.005687528767752604
0.29473684210526313,0.35789473684210527,1,0.3871630019683336,0.005963649852101082
0.29473684210526313,0.37894736842105264,1,0.37055023803439535,0.006271271770225406
0.29473684210526313,0.4,1,0.35115317483217334,0.0067920657844471105
0.3157894736842105,0.0,0,inf,inf
0.3157894736842105,0.021052631578947368,0,inf,inf
0.3157894736842105,0.042105263157894736,0,inf,inf
0.3157894736842105,0.06315789473684211,0,inf,inf
0.3157894736842105,0.08421052631578947,1,29.674584744267378,3.837789061347163
0.3157894736842105,0.10526315789473684,1,12.302759348637627,0.5026137704591449
0.3157894736842105,0.12631578947368421,1,3.874455291275677,0.035511708961603376
0.3157894736842105,0.14736842105263157,1,1.3277552683170635,0.00593319632093298
0.3157894736842105,0.16842105263157894,1,0.6120563455820065,0.0043686668603393295
0.3157894736842105,0.18947368421052632,1,0.505408485133494,0.00436587338631415
0.3157894736842105,0.21052631578947367,1,0.5050479349316096,0.004547868323691301
0.3157894736842105,0.23157894736842105,1,0.4992120665724575,0.004694764579365975
0.3157894736842105,0.25263157894736843,1,0.4900655288347077,0.004856988041256396
0.3157894736842105,0.2736842105263158,1,0.4786182555402956,0.0050372989545019444
0.3157894736842105,0.29473684210526313,1,0.46577217729538123,0.005238782446397713
0.3157894736842105,0.3157894736842105,1,0.45229108704907595,0.005463958874547738
