time_days,EI,GJ,K_odd,Lambda1_real,Lambda1_imag,Lambda2_real,Lambda2_imag,cobb_rate,is_complex,cobb_angle
806.8068068068069,83.86386386386386,71.93193193193193,11.865479542444419,77.89789789789789,10.256551801902178,77.89789789789789,-10.256551801902178,1.0256551801902178,True,788.8068025415704
807.8078078078079,83.84384384384384,71.92192192192192,11.794613384357802,77.88288288288288,10.177418597481957,77.88288288288288,-10.177418597481957,1.0177418597481958,True,789.8245444013186
808.8088088088089,83.82382382382383,71.91191191191191,11.7241418248015,77.86786786786787,10.098618231162748,77.86786786786787,-10.098618231162748,1.0098618231162748,True,790.8344062244348
809.8098098098098,83.8038038038038,71.90190190190191,11.654067795602455,77.85285285285286,10.020153639733987,77.85285285285286,-10.020153639733987,1.0020153639733989,True,791.8364215884083
810.8108108108108,83.78378378378378,71.89189189189189,11.5843941386712,77.83783783783784,9.942027678897734,77.83783783783784,-9.942027678897734,0.9942027678897735,True,792.830624356298
811.8118118118119,83.76376376376376,71.88188188188188,11.515123606372375,77.82282282282281,9.86424312384311,77.82282282282281,-9.86424312384311,0.986424312384311,True,793.8170486686823
812.8128128128129,83.74374374374375,71.87187187187187,11.446258861913666,77.80780780780782,9.786802669840721,77.80780780780782,-9.786802669840721,0.9786802669840722,True,794.7957289356664
813.8138138138139,83.72372372372372,71.86186186186185,11.37780247975287,77.7927927927928,9.709708932856705,77.7927927927928,-9.709708932856705,0.9709708932856705,True,795.766699828952
814.8148148148149,83.7037037037037,71.85185185185185,11.309756946022798,77.77777777777777,9.632964450186137,77.77777777777777,-9.632964450186137,0.9632964450186137,True,796.7299962739706
815.8158158158159,83.68368368368368,71.84184184184184,11.24212465897368,77.76276276276276,9.556571681105366,77.76276276276276,-9.556571681105366,0.9556571681105366,True,797.6856534420812
816.8168168168169,83.66366366366367,71.83183183183183,11.17490792943275,77.74774774774775,9.480533007542967,77.74774774774775,-9.480533007542967,0.9480533007542967,True,798.6337067428354
817.8178178178179,83.64364364364364,71.82182182182183,11.108108981280719,77.73273273273273,9.404850734768933,77.73273273273273,-9.404850734768933,0.9404850734768934,True,799.5741918163124
818.8188188188188,83.62362362362362,71.81181181181181,11.041729951944736,77.7177177177177,9.329527092101683,77.7177177177177,-9.329527092101683,0.9329527092101684,True,800.5071445255226
819.8198198198199,83.6036036036036,71.8018018018018,10.97577289290765,77.70270270270271,9.254564233632683,77.70270270270271,-9.254564233632683,0.9254564233632684,True,801.4326009488858
820.8208208208209,83.58358358358359,71.7917917917918,10.910239770233098,77.68768768768768,9.179964238968138,77.68768768768768,-9.179964238968138,0.9179964238968138,True,802.3505973727827
821.8218218218219,83.56356356356356,71.78178178178177,10.845132465106165,77.67267267267266,9.105729113987435,77.67267267267266,-9.105729113987435,0.9105729113987435,True,803.2611702841814
822.8228228228229,83.54354354354354,71.77177177177177,10.780452774389287,77.65765765765765,9.031860791618028,77.65765765765765,-9.031860791618028,0.9031860791618028,True,804.1643563633432
823.8238238238239,83.52352352352352,71.76176176176176,10.716202411193049,77.64264264264264,8.958361132626292,77.64264264264264,-8.958361132626292,0.8958361132626292,True,805.0601924766058
824.8248248248249,83.50350350350351,71.75175175175175,10.652383005461527,77.62762762762763,8.88523192642406,77.62762762762763,-8.88523192642406,0.8885231926424061,True,805.9487156692483
825.8258258258259,83.48348348348348,71.74174174174175,10.588996104571889,77.61261261261262,8.812474891890393,77.61261261261262,-8.812474891890393,0.8812474891890393,True,806.8299631584373
826.8268268268268,83.46346346346346,71.73173173173173,10.526043173947826,77.5975975975976,8.740091678208149,77.5975975975976,-8.740091678208149,0.874009167820815,True,807.703972326258
827.827827827828,83.44344344344344,71.72172172172172,10.463525597686594,77.58258258258257,8.668083865715184,77.58258258258257,-8.668083865715184,0.8668083865715185,True,808.5707807128296
828.8288288288289,83.42342342342343,71.71171171171171,10.401444679199248,77.56756756756758,8.596452966769549,77.56756756756758,-8.596452966769549,0.859645296676955,True,809.4304260095065
829.8298298298299,83.4034034034034,71.7017017017017,10.339801641863701,77.55255255255256,8.525200426628404,77.55255255255256,-8.525200426628404,0.8525200426628404,True,810.2829460521693
830.8308308308309,83.38338338338338,71.69169169169169,10.278597629690381,77.53753753753753,8.454327624340307,77.53753753753753,-8.454327624340307,0.8454327624340308,True,811.1283788146034
831.8318318318319,83.36336336336336,71.68168168168168,10.217833708000015,77.52252252252252,8.383835873650378,77.52252252252252,-8.383835873650378,0.8383835873650378,True,811.9667624019684
832.8328328328329,83.34334334334335,71.67167167167167,10.157510864113313,77.50750750750751,8.31372642391811,77.50750750750751,-8.31372642391811,0.8313726423918111,True,812.7981350443602
833.8338338338339,83.32332332332332,71.66166166166167,10.097630008052114,77.49249249249249,8.244000461047248,77.49249249249249,-8.244000461047248,0.8244000461047248,True,813.6225350904649
834.834834834835,83.3033033033033,71.65165165165165,10.038191973251704,77.47747747747746,8.174659108427447,77.47747747747746,-8.174659108427447,0.8174659108427447,True,814.4400010013077
835.835835835836,83.28328328328328,71.64164164164164,9.979197517283996,77.46246246246247,8.105703427887422,77.46246246246247,-8.105703427887422,0.8105703427887422,True,815.2505713440964
836.8368368368369,83.26326326326327,71.63163163163163,9.920647322591094,77.44744744744744,8.037134420658923,77.44744744744744,-8.037134420658923,0.8037134420658923,True,816.0542847861624
837.8378378378379,83.24324324324324,71.62162162162161,9.862541997229098,77.43243243243242,7.96895302835146,77.43243243243242,-7.96895302835146,0.796895302835146,True,816.8511800889976
838.8388388388389,83.22322322322321,71.61161161161161,9.804882075621643,77.41741741741741,7.90116013393718,77.41741741741741,-7.90116013393718,0.7901160133937181,True,817.6412961023913
839.8398398398399,83.2032032032032,71.6016016016016,9.747668019322909,77.4024024024024,7.833756562745576,77.4024024024024,-7.833756562745576,0.7833756562745576,True,818.4246717586658
840.8408408408409,83.18318318318319,71.5915915915916,9.690900217789753,77.38738738738739,7.766743083467693,77.38738738738739,-7.766743083467693,0.7766743083467693,True,819.2013460670125
841.8418418418419,83.16316316316316,71.58158158158159,9.634578989162616,77.37237237237238,7.70012040916935,77.37237237237238,-7.70012040916935,0.7700120409169351,True,819.9713581079295
842.842842842843,83.14314314314313,71.57157157157157,9.578704581054847,77.35735735735736,7.633889198313026,77.35735735735736,-7.633889198313026,0.7633889198313026,True,820.7347470277608
843.843843843844,83.12312312312312,71.56156156156156,9.523277171350196,77.34234234234233,7.568050055788172,77.34234234234233,-7.568050055788172,0.7568050055788172,True,821.4915520333396
844.8448448448449,83.10310310310311,71.55155155155155,9.468296869007968,77.32732732732734,7.5026035339492525,77.32732732732734,-7.5026035339492525,0.7502603533949253,True,822.2418123867345
845.8458458458459,83.08308308308308,71.54154154154153,9.413763714875712,77.31231231231232,7.437550133661503,77.31231231231232,-7.437550133661503,0.7437550133661504,True,822.9855674001006
846.8468468468469,83.06306306306305,71.53153153153153,9.359677682508957,77.29729729729729,7.372890305353782,77.29729729729729,-7.372890305353782,0.7372890305353783,True,823.722856430636
847.8478478478479,83.04304304304304,71.52152152152152,9.30603867899772,77.28228228228228,7.30862445007819,77.28228228228228,-7.30862445007819,0.730862445007819,True,824.4537188756439
848.8488488488489,83.02302302302303,71.51151151151151,9.252846545799475,77.26726726726727,7.244752920576225,77.26726726726727,-7.244752920576225,0.7244752920576225,True,825.1781941677015
849.8498498498499,83.003003003003,71.50150150150151,9.200101059578211,77.25225225225225,7.181276022350891,77.25225225225225,-7.181276022350891,0.7181276022350892,True,825.8963217699365
850.850850850851,82.98298298298297,71.49149149149149,9.147801933049276,77.23723723723722,7.118194014744524,77.23723723723722,-7.118194014744524,0.7118194014744524,True,826.608141171411
851.851851851852,82.96296296296296,71.48148148148148,9.095948815829738,77.22222222222223,7.0555071120220605,77.22222222222223,-7.0555071120220605,0.7055507112022061,True,827.3136918826133
852.852852852853,82.94294294294295,71.47147147147147,9.044541295293769,77.2072072072072,6.993215484459084,77.2072072072072,-6.993215484459084,0.6993215484459084,True,828.0130134310592
853.8538538538539,82.92292292292292,71.46146146146145,8.993578897432972,77.19219219219218,6.931319259434675,77.19219219219218,-6.931319259434675,0.6931319259434675,True,828.7061453570027
854.8548548548549,82.9029029029029,71.45145145145145,8.943061087721157,77.17717717717717,6.8698185225284485,77.17717717717717,-6.8698185225284485,0.6869818522528449,True,829.3931272092556
855.8558558558559,82.88288288288288,71.44144144144144,8.892987271983284,77.16216216216216,6.808713318621463,77.16216216216216,-6.808713318621463,0.6808713318621463,True,830.0739985411177
856.8568568568569,82.86286286286287,71.43143143143143,8.843356797268328,77.14714714714715,6.748003653000812,77.14714714714715,-6.748003653000812,0.6748003653000813,True,830.7487989064177
857.8578578578579,82.84284284284284,71.42142142142143,8.794168952725695,77.13213213213214,6.687689492467377,77.13213213213214,-6.687689492467377,0.6687689492467377,True,831.4175678556645
858.858858858859,82.82282282282281,71.41141141141141,8.745422970484864,77.11711711711712,6.627770766446414,77.11711711711712,-6.627770766446414,0.6627770766446415,True,832.0803449323091
859.85985985986,82.8028028028028,71.4014014014014,8.697118026538062,77.1021021021021,6.5682473681008595,77.1021021021021,-6.5682473681008595,0.656824736810086,True,832.7371696691192
860.860860860861,82.78278278278279,71.3913913913914,8.649253241625486,77.0870870870871,6.509119155446648,77.0870870870871,-6.509119155446648,0.6509119155446648,True,833.3880815846638
861.8618618618619,82.76276276276276,71.38138138138137,8.601827682122982,77.07207207207207,6.450385952470092,77.07207207207207,-6.450385952470092,0.6450385952470092,True,834.0331201799108
862.8628628628629,82.74274274274273,71.37137137137137,8.554840360931724,77.05705705705705,6.3920475502467395,77.05705705705705,-6.3920475502467395,0.639204755024674,True,834.6723249349355
863.8638638638639,82.72272272272272,71.36136136136136,8.508290238369673,77.04204204204204,6.334103708061461,77.04204204204204,-6.334103708061461,0.6334103708061462,True,835.3057353057417
864.8648648648649,82.70270270270271,71.35135135135135,8.462176223064532,77.02702702702703,6.27655415452955,77.02702702702703,-6.27655415452955,0.627655415452955,True,835.9333907211947
865.865865865866,82.68268268268268,71.34134134134133,8.416497172847858,77.01201201201201,6.219398588718318,77.01201201201201,-6.219398588718318,0.6219398588718318,True,836.5553305800665
866.866866866867,82.66266266266265,71.33133133133133,8.371251895650145,76.99699699699698,6.162636681269097,76.99699699699698,-6.162636681269097,0.6162636681269098,True,837.1715942481934
867.867867867868,82.64264264264264,71.32132132132132,8.326439150396448,76.98198198198199,6.106268075519084,76.98198198198199,-6.106268075519084,0.6106268075519085,True,837.7822210557453
868.868868868869,82.62262262262263,71.31131131131131,8.282057647902441,76.96696696696696,6.0502923886230064,76.96696696696696,-6.0502923886230064,0.6050292388623006,True,838.3872502946076
869.86986986987,82.6026026026026,71.3013013013013,8.238106051770531,76.95195195195194,5.994709212674088,76.95195195195194,-5.994709212674088,0.5994709212674089,True,838.986721215875
870.8708708708709,82.58258258258257,71.29129129129129,8.194582979285773,76.93693693693693,5.939518115824084,76.93693693693693,-5.939518115824084,0.5939518115824084,True,839.5806730274575
871.8718718718719,82.56256256256256,71.28128128128128,8.151487002311345,76.92192192192192,5.884718643402073,76.92192192192192,-5.884718643402073,0.5884718643402074,True,840.1691448917977
872.8728728728729,82.54254254254255,71.27127127127127,8.108816648183318,76.90690690690691,5.8303103190317955,76.90690690690691,-5.8303103190317955,0.5830310319031796,True,840.7521759237009
873.873873873874,82.52252252252252,71.26126126126125,8.066570400604437,76.89189189189189,5.776292645747072,76.89189189189189,-5.776292645747072,0.5776292645747072,True,841.3298051882756
874.874874874875,82.5025025025025,71.25125125125125,8.024746700536703,76.87687687687688,5.722665107105169,76.87687687687688,-5.722665107105169,0.5722665107105169,True,841.9020716989861
875.875875875876,82.48248248248248,71.24124124124124,7.983343947092456,76.86186186186185,5.669427168297695,76.86186186186185,-5.669427168297695,0.5669427168297695,True,842.4690144158159
876.876876876877,82.46246246246247,71.23123123123123,7.94236049842375,76.84684684684686,5.61657827725885,76.84684684684686,-5.61657827725885,0.561657827725885,True,843.0306722435417
877.877877877878,82.44244244244244,71.22122122122121,7.901794672609776,76.83183183183183,5.564117865770623,76.83183183183183,-5.564117865770623,0.5564117865770623,True,843.5870840301188
878.8788788788789,82.42242242242241,71.21121121121121,7.861644748542068,76.81681681681681,5.5120453505647165,76.81681681681681,-5.5120453505647165,0.5512045350564717,True,844.1382885651753
879.8798798798799,82.4024024024024,71.2012012012012,7.821908966807283,76.8018018018018,5.4603601344208395,76.8018018018018,-5.4603601344208395,0.546036013442084,True,844.6843245786174
880.8808808808809,82.38238238238239,71.1911911911912,7.782585530567321,76.78678678678679,5.4090616072611875,76.78678678678679,-5.4090616072611875,0.5409061607261187,True,845.2252307393435
881.881881881882,82.36236236236236,71.18118118118117,7.743672606436546,76.77177177177177,5.358149147240649,76.77177177177177,-5.358149147240649,0.535814914724065,True,845.7610456540675
882.882882882883,82.34234234234233,71.17117117117117,7.705168325355915,76.75675675675674,5.307622121832585,76.75675675675674,-5.307622121832585,0.5307622121832586,True,846.2918078662508
883.883883883884,82.32232232232232,71.16116116116116,7.667070783463742,76.74174174174175,5.257479888909726,76.74174174174175,-5.257479888909726,0.5257479888909726,True,846.8175558551418
884.884884884885,82.30230230230231,71.15115115115115,7.629378042962957,76.72672672672672,5.207721797820074,76.72672672672672,-5.207721797820074,0.5207721797820074,True,847.3383280349238
885.885885885886,82.28228228228228,71.14114114114113,7.592088132984596,76.7117117117117,5.158347190457285,76.7117117117117,-5.158347190457285,0.5158347190457285,True,847.8541627539696
886.8868868868869,82.26226226226225,71.13113113113113,7.5551990504473405,76.69669669669669,5.1093554023253525,76.69669669669669,-5.1093554023253525,0.5109355402325353,True,848.3650982942021
