chi_kappa,gravity,D_geo,D_geo_norm,base_energy,passive_energy,S_lat_asym,cobb_asym_deg,lat_dev_max_asym,S_lat_sym,cobb_sym_deg,scoliosis_regime
0.06,0.05,0.45847754620922354,0.18980700994555075,5.834607505727795,2.133474169158393,1.7672795449146306,34.592407242938755,0.33941829352279795,1.7675812365465429,34.599100480458105,True
0.06,0.01,0.45847731932203906,0.18980805941860013,5.834537210633727,2.1334485664235134,1.767291997808066,34.59223805723116,0.33941896072785527,1.7675936932913277,34.598931271979616,True
0.065,9.81,0.49282487717378964,0.2037271457080467,5.851772627359603,2.1397261344792935,1.7592007628659683,34.631584028720226,0.33902860458628137,1.7595420271097113,34.63827134044621,True
0.065,4.9,0.49280059804538884,0.2038676428442317,5.8431340387393575,2.136579715253792,1.760719838781203,34.61081607046171,0.33911072117778784,1.761061624780406,34.61750058693555,True
0.065,2.0,0.49278627380563267,0.20395072706115788,5.838034923796727,2.1347225011991426,1.7616179762557962,34.598549865620406,0.3391591985842398,1.761960070967408,34.60523273113047,True
0.065,1.0,0.49278133712919514,0.2039793944121517,5.836277143206944,2.1340822822735643,1.7619278380752477,34.5943201402741,0.3391759109307748,1.7622700393338144,34.60100243648637,True
0.065,0.5,0.49277886931341913,0.20399373147848024,5.835398355778911,2.1337622112173045,1.762082799628207,34.5922052776894,0.3391842663346343,1.7624250541784203,34.59888728925279,True
0.065,0.2,0.4927773887911381,0.20400233480362817,5.834871116239487,2.133570180873638,1.7621757863684047,34.59093636016701,0.33918927933072907,1.7625180728994254,34.597618200940985,True
0.065,0.1,0.4927768953115754,0.20400520275959294,5.83469537521258,2.1335061728074316,1.7622067835834252,34.59051338766419,0.33919095028838986,1.7625490807756832,34.59719517150839,True
0.065,0.05,0.4927766485770187,0.2040066367714993,5.834607505727795,2.133474169158393,1.762222282497507,34.59030190141378,0.33919178575952524,1.7625645850205676,34.596983656793036,True
0.065,0.01,0.49277645119188107,0.20400778399730823,5.834537210633727,2.1334485664235134,1.7622346817759347,34.59013271241374,0.33919245413274046,1.7625769885637221,34.59681444502106,True
0.07,9.81,0.5274652630640436,0.21804701321172812,5.851772627359603,2.1397261344792935,1.7541780969478573,34.629487643303726,0.3388008826880971,1.7545595267082004,34.6361634552162,True
0.07,4.9,0.5274441507704459,0.21819940190016685,5.8431340387393575,2.136579715253792,1.7556906595784114,34.6087192902504,0.33888314243641116,1.7560726609396482,34.615392306774524,True
0.07,2.0,0.5274316960544624,0.21828951738991736,5.838034923796727,2.1347225011991426,1.7565849435002332,34.59645285213372,0.33893170441376147,1.7569672830632839,34.603124217613356,True
0.07,1.0,0.5274274038849548,0.21832061065376845,5.836277143206944,2.1340822822735643,1.756893475369531,34.59222304633089,0.33894844592577306,1.7572759316567725,34.59889384248474,True
0.07,0.5,0.5274252582925536,0.21833616093361446,5.835398355778911,2.1337622112173045,1.7570477717282198,34.590108143514676,0.3389568159129668,1.7574302863973557,34.59677865500565,True
0.07,0.2,0.5274239710946681,0.2183454922691626,5.834871116239487,2.133570180873638,1.7571403592816885,34.588839201852274,0.33896183765925264,1.7575229089863011,34.59550954254551,True
0.07,0.1,0.5274235420549656,0.21834860290897748,5.83469537521258,2.1335061728074316,1.7571712234227679,34.58841622130267,0.33896351153367515,1.7575537848069291,34.59508650506331,True
0.07,0.05,0.527423327540038,0.2183501582653809,5.834607505727795,2.133474169158393,1.7571866557976892,34.58820473102864,0.338964348463198,1.757569223021824,34.59487498632312,True
0.07,0.01,0.5274231559304593,0.21835140256802218,5.834537210633727,2.1334485664235134,1.7571990018437331,34.58803553880997,0.33896501800312556,1.7575815737399378,34.59470577133139,True
0.075,9.81,0.5623897438279974,0.23248432169781502,5.851772627359603,2.1397261344792935,1.749176823237755,34.627399569990146,0.3385722327471022,1.7495980774534208,34.63406386434754,True
0.075,4.9,0.5623714172820847,0.23264853106714128,5.8431340387393575,2.136579715253792,1.7506829189167177,34.6066308313908,0.33865463547389824,1.751104793851616,34.61329233020727,True
0.075,2.0,0.5623606070844341,0.2327456359522356,5.838034923796727,2.1347225011991426,1.7515733767135182,34.59436416546749,0.3387032819168739,1.75199561890923,34.601024013149264,True
0.075,1.0,0.5623568818469716,0.23277914068522707,5.836277143206944,2.1340822822735643,1.7518805881012123,34.590134281094464,0.3387200525580709,1.752302957049763,34.59679355941962,True
0.075,0.5,0.5623550196930422,0.2327958969561157,5.835398355778911,2.1337622112173045,1.7520342240019582,34.58801933899041,0.33872843711045414,1.7524566563483288,34.59467833263711,True
0.075,0.2,0.562353902549423,0.23280595196838175,5.834871116239487,2.133570180873638,1.7521264152111553,34.58675037375426,0.33873346759604506,1.7525488856030678,34.59340919659392,True
0.075,0.1,0.5623535301930065,0.23280930384745313,5.83469537521258,2.1335061728074316,1.7521571472258908,34.58632738534662,0.3387351443836012,1.7525796303007941,34.592986151250514,True
0.075,0.05,0.5623533440194464,0.2328109798260507,5.834607505727795,2.133474169158393,1.7521725135354673,34.58611589114346,0.3387359827696968,1.7525950029520785,34.592774628579654,True
0.075,0.01,0.5623531950828293,0.23281232062767893,5.834537210633727,2.1334485664235134,1.7521848067281898,34.58594669578153,0.33873665347488524,1.7526073012182732,34.5926054104434,True
0.08,9.81,0.5975485086856633,0.24701848006284977,5.851772627359603,2.1397261344792935,1.7441967927062685,34.625319961519,0.3383426559071416,1.7446575339317403,34.631972720749445,True
0.08,4.9,0.5975326483261013,0.24719444947892225,5.8431340387393575,2.136579715253792,1.745696467336926,34.60455084683963,0.33842520143334553,1.7461578776830848,34.61120081036098,True
0.08,2.0,0.5975232939758081,0.24729850793370672,5.838034923796727,2.1347225011991426,1.7465831261818814,34.59228395870666,0.3384739322362313,1.7470449324234985,34.59893227099414,True
0.08,1.0,0.5975200706238362,0.24733441177988813,5.836277143206944,2.1340822822735643,1.7468890264685912,34.58805399769522,0.33849073197016777,1.7473509693452125,34.594701740591624,True
0.08,0.5,0.5975184593874877,0.2473523678634065,5.835398355778911,2.1337622112173045,1.7470420066037438,34.585939017269055,0.3384991310695198,1.7475040178208345,34.592586475469815,True
0.08,0.2,0.597517492786364,0.24736314284520275,5.834871116239487,2.133570180873638,1.7471338042847282,34.58467002903867,0.3385041702834841,1.7475958565134528,34.59131731642212,True
0.08,0.1,0.597517170609437,0.24736673472777795,5.83469537521258,2.1335061728074316,1.7471644051119155,34.5842470329661,0.3385058499805299,1.74762647101241,34.59089426341051,True
0.08,0.05,0.59751700952537,0.24736853071068898,5.834607505727795,2.133474169158393,1.747179705825564,34.584035534930685,0.33850668982137616,1.7476417785621732,34.59068273690541,True
0.08,0.01,0.5975168806602267,0.24736996751699752,5.834537210633727,2.1334485664235134,1.7471919465405132,34.58386633650272,0.3385073616903682,1.7476540247461254,34.59051351570181,True
