input_anisotropy,input_active_curvature,mapped_chi_kappa,mapped_chi_tau,runtime_sec,peak_memory_mb,success,error,max_curvature,max_torsion,end_to_end_distance,S_lat,cobb_angle,z_tip,x_tip,y_tip,bending_energy,shear_energy,translational_energy,rotational_energy,gravitational_energy,U_gravity,U_elastic,U_elastic_straight,U_info,U_CC,U_kinetic,info_gain_ratio,stiffness_anisotropy
2.8684210526315788,12.0,60.0,0.0,10.055839776992798,0.1589193344116211,True,,152.70540303917318,0.0,0.2742131779019502,0.0,0.0,-0.08646735118051421,0.0,0.26022348878399165,3.3037044374778777,0.010414031228500348,0.011562562032538973,3.052323843721296e-05,-0.23204922247241164,-0.23204922247241164,3.314118468706378,19.456938083973156,46.8740753945134,-27.649186533012653,0.011593085270976187,2.380725563227331,2.8684210526315788
3.1052631578947367,12.0,60.0,0.0,7.674960136413574,0.1595907211303711,True,,152.70540303917318,0.0,0.2742131779019502,0.0,0.0,-0.08646735118051421,0.0,0.26022348878399165,3.3037044374778777,0.010414031228500348,0.011562562032538973,3.052323843721296e-05,-0.23204922247241164,-0.23204922247241164,3.314118468706378,19.456938083973156,46.8740753945134,-27.649186533012653,0.011593085270976187,2.380725563227331,3.1052631578947367
3.3421052631578947,12.0,60.0,0.0,6.50432562828064,0.1613912582397461,True,,152.70540303917318,0.0,0.2742131779019502,0.0,0.0,-0.08646735118051421,0.0,0.26022348878399165,3.3037044374778777,0.010414031228500348,0.011562562032538973,3.052323843721296e-05,-0.23204922247241164,-0.23204922247241164,3.314118468706378,19.456938083973156,46.8740753945134,-27.649186533012653,0.011593085270976187,2.380725563227331,3.3421052631578947
3.5789473684210527,12.0,60.0,0.0,6.432194948196411,0.17282962799072266,True,,152.70540303917318,0.0,0.2742131779019502,0.0,0.0,-0.08646735118051421,0.0,0.26022348878399165,3.3037044374778777,0.010414031228500348,0.011562562032538973,3.052323843721296e-05,-0.23204922247241164,-0.23204922247241164,3.314118468706378,19.456938083973156,46.8740753945134,-27.649186533012653,0.011593085270976187,2.380725563227331,3.5789473684210527
3.81578947368421,12.0,60.0,0.0,6.5431764125823975,0.16019153594970703,True,,152.70540303917318,0.0,0.2742131779019502,0.0,0.0,-0.08646735118051421,0.0,0.26022348878399165,3.3037044374778777,0.010414031228500348,0.011562562032538973,3.052323843721296e-05,-0.23204922247241164,-0.23204922247241164,3.314118468706378,19.456938083973156,46.8740753945134,-27.649186533012653,0.011593085270976187,2.380725563227331,3.81578947368421
4.052631578947368,12.0,60.0,0.0,6.748435974121094,0.1629323959350586,True,,152.70540303917318,0.0,0.2742131779019502,0.0,0.0,-0.08646735118051421,0.0,0.26022348878399165,3.3037044374778777,0.010414031228500348,0.011562562032538973,3.052323843721296e-05,-0.23204922247241164,-0.23204922247241164,3.314118468706378,19.456938083973156,46.8740753945134,-27.649186533012653,0.011593085270976187,2.380725563227331,4.052631578947368
4.289473684210526,12.0,60.0,0.0,8.379999160766602,0.1578817367553711,True,,152.70540303917318,0.0,0.2742131779019502,0.0,0.0,-0.08646735118051421,0.0,0.26022348878399165,3.3037044374778777,0.010414031228500348,0.011562562032538973,3.052323843721296e-05,-0.23204922247241164,-0.23204922247241164,3.314118468706378,19.456938083973156,46.8740753945134,-27.649186533012653,0.011593085270976187,2.380725563227331,4.289473684210526
4.526315789473684,12.0,60.0,0.0,6.479990005493164,0.1615161895751953,True,,152.70540303917318,0.0,0.2742131779019502,0.0,0.0,-0.08646735118051421,0.0,0.26022348878399165,3.3037044374778777,0.010414031228500348,0.011562562032538973,3.052323843721296e-05,-0.23204922247241164,-0.23204922247241164,3.314118468706378,19.456938083973156,46.8740753945134,-27.649186533012653,0.011593085270976187,2.380725563227331,4.526315789473684
4.763157894736842,12.0,60.0,0.0,6.407577276229858,0.15893077850341797,True,,152.70540303917318,0.0,0.2742131779019502,0.0,0.0,-0.08646735118051421,0.0,0.26022348878399165,3.3037044374778777,0.010414031228500348,0.011562562032538973,3.052323843721296e-05,-0.23204922247241164,-0.23204922247241164,3.314118468706378,19.456938083973156,46.8740753945134,-27.649186533012653,0.011593085270976187,2.380725563227331,4.763157894736842
5.0,12.0,60.0,0.0,7.207062482833862,0.15911483764648438,True,,152.70540303917318,0.0,0.2742131779019502,0.0,0.0,-0.08646735118051421,0.0,0.26022348878399165,3.3037044374778777,0.010414031228500348,0.011562562032538973,3.052323843721296e-05,-0.23204922247241164,-0.23204922247241164,3.314118468706378,19.456938083973156,46.8740753945134,-27.649186533012653,0.011593085270976187,2.380725563227331,5.0
