torsion_drive,S_lat,cobb_angle
0.0,0.0,0.0
0.021052631578947368,0.6043256956015307,3.3208862034540605
0.042105263157894736,0.8669439653883978,108.81325305583984
0.06315789473684211,0.3250652557948221,5.800325406585088
0.08421052631578947,0.89611858050769,5.543482052005544
0.10526315789473684,1.2493752033565984,57.726959724983736
0.12631578947368421,0.3916854557462467,38.02965491643013
0.14736842105263157,0.28667691978429627,0.07793760709861543
0.16842105263157894,0.2702144852468708,12.498396256735676
0.18947368421052632,0.24423791421807736,28.121895500187676
0.21052631578947367,0.4448159364976737,15.007262003568794
0.23157894736842105,0.41313672282575536,23.241900057399445
0.25263157894736843,1.9329000612016491,33.476666489435246
0.2736842105263158,1.6652754834481975,86.89937180172272
0.29473684210526313,0.6682289867543945,28.366335188048403
0.3157894736842105,1.200133029718729,28.393015664180815
0.3368421052631579,0.663617297815955,49.012638653386794
0.35789473684210527,1.6214396394614485,14.507398107279455
0.37894736842105264,1.3682231205186572,52.23842174388048
0.4,1.0101873767042875,83.97256361456247
