Age,Physical_Delay_tau,Cognitive_T_pred,Temporal_Gap,Effort_Healthy,Stress_Healthy,Stable_Healthy,Effort_Compensated,Stress_Compensated,Stable_Compensated
8.0,0.16676557159293207,0.16676557159293207,0.0,1000.0,1000.0,False,547.7416299733035,1.9586500457035112,True
8.204081632653061,0.16680087540307048,0.16676557159293207,3.5303810138415104e-05,1000.0,1000.0,False,548.0558723402335,1.9592336517391384,True
8.408163265306122,0.16684872330274725,0.16677037483240667,7.83484703405779e-05,1000.0,1000.0,False,548.4845783420091,1.9599907725877268,True
8.612244897959183,0.16691352423374917,0.1667810344882353,0.0001324897455138585,1000.0,1000.0,False,549.0674281329169,1.9609860903483607,True
8.816326530612244,0.16700119651711393,0.16679906030395147,0.00020213621316245156,1000.0,1000.0,False,549.8576154748896,1.9623052067643756,True
9.020408163265307,0.1671196510973581,0.1668265618295518,0.0002930892678063013,1000.0,1000.0,False,550.9260620733304,1.9640608920193035,True
9.224489795918368,0.16727940164932703,0.1668664379204098,0.00041296372891722055,1000.0,1000.0,False,552.3666462809188,1.9664005112283156,True
9.428571428571429,0.16749431115747018,0.1669226234617591,0.0005716876957110872,1000.0,1000.0,False,554.3024281969006,1.969514269874097,True
9.63265306122449,0.16778246227792565,0.16700040410063136,0.0007820581772942925,1000.0,1000.0,False,556.892578395007,1.97364327406504,True
9.83673469387755,0.1681670928823149,0.1671068065737326,0.0010602863085822922,1000.0,1000.0,False,560.3391906469805,1.9790852782056563,True
10.040816326530612,0.16867745472287937,0.16725106321435607,0.0014263915085233059,1000.0,1000.0,False,564.8922530610163,1.9861942389420795,True
10.244897959183675,0.1693493171491552,0.167445130086264,0.0019041870628911939,1000.0,1000.0,False,570.8496674407573,1.9953674425651244,True
10.448979591836736,0.17022464317916347,0.16770420315604512,0.0025204400231183532,1000.0,1000.0,False,579.0061140490125,2.012365793330232,True
10.653061224489797,0.1713497383674209,0.16804712016599319,0.003302618201427715,1000.0,1000.0,False,588.7384271463612,2.026676627556433,True
10.857142857142858,0.17277101326037192,0.16849645597571125,0.004274557284660668,1000.0,1000.0,False,600.8409887561294,2.0439362242456496,True
11.061224489795919,0.17452762343818312,0.169078028395393,0.005449595042790134,1000.0,1000.0,False,615.5019223121985,2.0640415722580117,True
11.26530612244898,0.17664097475575224,0.1698194698978134,0.006821504857938837,1000.0,1000.0,False,632.7128929651535,2.0865095725222536,True
11.46938775510204,0.17910263850640668,0.1707475657968527,0.008355072709553962,1000.0,1000.0,False,654.3931989307006,2.091189218391345,True
11.673469387755102,0.1818643324767677,0.17188431038318658,0.00998002209358112,1000.0,1000.0,False,675.1967721260262,2.118768437656915,True
11.877551020408163,0.18483507827674378,0.17324213651836767,0.011592941758376107,1000.0,1000.0,False,697.440771678547,2.1425213648218073,True
12.081632653061224,0.18788962877836066,0.17481940750590183,0.013070221272458826,1000.0,1000.0,False,719.9849780290351,2.164570929721137,True
12.285714285714285,0.19088796615549009,0.17659766890351528,0.01429029725197481,1000.0,1000.0,False,739.6797512868367,2.1828904562800227,True
12.489795918367347,0.1937000452804324,0.17854192703303565,0.01515811824739674,1000.0,1000.0,False,760.4866720343293,2.1993123951300695,True
12.693877551020408,0.19622696611166185,0.1806042560462869,0.01562271006537494,1000.0,1000.0,False,784.5900832168811,2.2009762896966865,True
12.89795918367347,0.19841181485947335,0.18272979483069166,0.01568202002878169,1000.0,1000.0,False,802.7188603063028,2.2128835136612297,True
13.10204081632653,0.20023884084916665,0.18486340299787282,0.015375437851293833,1000.0,1000.0,False,815.2454609111693,2.218496661424918,True
13.306122448979592,0.20172444986757299,0.1869552993041713,0.014769150563401695,1000.0,1000.0,False,829.4807297452828,2.225154491096112,True
13.510204081632654,0.20290517296041016,0.1889647075440899,0.013940465416320269,1000.0,1000.0,False,841.8649972148971,2.229617369702519,True
13.714285714285715,0.2038266659006347,0.190861369505494,0.012965296395140685,1000.0,1000.0,False,857.8014293518307,2.2212467956289297,True
13.918367346938776,0.20453568590939597,0.19262535540959477,0.011910330499801197,1000.0,1000.0,False,866.8803551729553,2.2221829519717042,True
14.122448979591837,0.2050752761537578,0.19424580853881943,0.010829467614938387,1000.0,1000.0,False,874.5623659464115,2.221900337088272,True
14.326530612244898,0.20548250801122436,0.19571920549323282,0.00976330251799154,1000.0,1000.0,False,881.0409448700211,2.2207310169418806,True
14.53061224489796,0.20578791471904911,0.19704754597187113,0.008740368747177985,1000.0,1000.0,False,886.49514047939,2.2189559103883414,True
14.73469387755102,0.2060158745209913,0.1982367117878137,0.00777916273317758,1000.0,1000.0,False,891.0843548141185,2.216802209785791,True
14.938775510204081,0.20618542599942896,0.19929510127532085,0.00689032472410811,1000.0,1000.0,False,894.9469196434745,2.2144465532240103,True
15.142857142857142,0.20631120311790316,0.200232560421458,0.006078642696445147,1000.0,1000.0,False,902.9070009462802,2.199420743723116,True
15.346938775510203,0.20640432533855135,0.20105958663866144,0.005344738699889912,1000.0,1000.0,False,905.5923867294582,2.1968614267510085,True
15.551020408163264,0.20647317102437723,0.20178676197197978,0.00468640905239745,1000.0,1000.0,False,907.8560359856378,2.1944073699032143,True
15.755102040816327,0.20652401453879832,0.20242436864577534,0.004099645893022974,1000.0,1000.0,False,909.7678357158444,2.1921007275405535,True
15.959183673469388,0.206561533538479,0.20298214359720704,0.0035793899412719654,1000.0,1000.0,False,911.3856628674051,2.1899655793186072,True
16.163265306122447,0.20658920382760715,0.20346913542595152,0.003120068401655629,1000.0,1000.0,False,912.7574093779186,2.1880127832911165,True
16.367346938775512,0.20660960191099303,0.2038936345282176,0.002715967382775436,1000.0,1000.0,False,913.9227188470693,2.1862438257191887,True
16.57142857142857,0.20662463427657551,0.20426315390002378,0.0023614803765517334,1000.0,1000.0,False,914.9144472822395,2.1846537990127852,True
16.775510204081634,0.20663570978861878,0.2045844437471737,0.0020512660414450934,1000.0,1000.0,False,915.7598757806165,2.1832336536982244,True
16.979591836734695,0.20664386857432576,0.20486352756233628,0.0017803410119894836,1000.0,1000.0,False,916.4817084812178,2.1819718645472213,True
17.183673469387756,0.20664987798877887,0.20510575082927363,0.0015441271595052486,1000.0,1000.0,False,917.098889177816,2.1808556354619357,True
17.387755102040817,0.2066543038543241,0.20531583615709748,0.0013384676972266196,1000.0,1000.0,False,917.6272673345743,2.1798717486211654,True
17.591836734693878,0.20665756322980589,0.20549794060569973,0.0011596226241061547,1000.0,1000.0,False,918.0801404620623,2.1790071442389434,True
17.79591836734694,0.20665996343608023,0.2056557123912924,0.001004251044787824,1000.0,1000.0,False,918.4686957698548,2.1782492998291367,True
18.0,0.20666173088362721,0.20579234518650164,0.0008693856971255798,1000.0,1000.0,False,918.8023701726839,2.1775864628371866,True
