Age_Years,Length_L,Growth_Velocity,Physical_Delay_tau,Cognitive_T_pred,Temporal_Gap,Free_Energy_Cost,Free_Energy_Perfect,Stable
10.303030303030303,0.7269812812449592,0.13507409750667687,0.09846541874966394,0.09300262540531189,0.005462793344352054,0.0029242268308639478,0.0029242268308639478,True
10.454545454545455,0.7488741004996491,0.15472284338779918,0.09992494003330994,0.09355442271282219,0.0063705173204877535,0.003013802294467879,0.003013802294467879,True
10.606060606060606,0.7738669913624738,0.17585616926753334,0.10159113275749826,0.09419790931085126,0.0073932234466470015,0.003100125236353897,0.0031141110608879303,True
10.757575757575758,0.8021638487625381,0.19811852641355365,0.10347758991750254,0.09494469955798732,0.008532890359515224,0.0032245835076601718,0.0032406553568650465,True
10.90909090909091,0.8339029084574903,0.22099237983929543,0.10559352723049936,0.09580660767511007,0.009786919555389295,0.0033710653931953477,0.0033893564087997203,True
11.06060606060606,0.8691312365926274,0.24379392188931037,0.1079420824395085,0.09679518540797767,0.011146897031530822,0.0035424216776734187,0.00356302367586049,True
11.212121212121211,0.9077798544845535,0.2656888945768663,0.1105186569656369,0.0979211346030818,0.012597522362555097,0.00371795692394143,0.003765794119288616,True
11.363636363636363,0.9496430228280415,0.2857335251258144,0.11330953485520277,0.09919361160940049,0.014115923245802284,0.003946010893313575,0.00399838206414807,True
11.515151515151516,0.9943657711893461,0.30294181845926227,0.11629105141262308,0.1006194624423098,0.015671588970313274,0.00423444359342873,0.00426238465452571,True
11.666666666666668,1.0414435738763033,0.3163746885217611,0.11942957159175355,0.10220245122718993,0.017227120364563614,0.004528009053877906,0.004558224104024124,True
11.818181818181818,1.0902368889232128,0.3252398420910594,0.12268245926154753,0.10394256439532767,0.018739894866219853,0.004829459525753713,0.004896086369771785,True
11.969696969696969,1.1400011017826843,0.3289860306104577,0.12600007345217895,0.10583548306868322,0.02016459038349573,0.0051828534615211376,0.005252740835006324,True
12.121212121212121,1.1899296254718363,0.3273735438048675,0.12932864169812242,0.10787231038014743,0.02145633131797499,0.005561005091129329,0.0056334047442646714,True
12.272727272727273,1.239205205965978,0.32050605349904426,0.13261368039773186,0.11003961657388227,0.02257406382384959,0.005973215964279473,0.006052681386058038,True
12.424242424242426,1.2870526719866986,0.30881675505848083,0.1358035114657799,0.11231982504093778,0.023483686424842123,0.006383315035902101,0.006464258221405326,True
12.575757575757576,1.332786040832184,0.29301189932543714,0.1388524027221456,0.11469191457880062,0.024160488143344983,0.006797497241782143,0.006879143427261558,True
12.727272727272727,1.37584415663077,0.2739839328691165,0.14172294377538466,0.11713236792661325,0.024590575848771418,0.007195176725085874,0.007319677235932768,True
12.878787878787879,1.4158114750349466,0.25271170172194424,0.14438743166899645,0.1196162644769942,0.024771167192002258,0.007596295067722661,0.007719464918400736,True
13.030303030303031,1.4524234601828745,0.23016533772469305,0.1468282306788583,0.12211840257719644,0.024709828101661863,0.00801194828830133,0.008100828437224015,True
13.181818181818182,1.4855585470727324,0.20722931943265976,0.1490372364715155,0.12461434480968754,0.02442289166182797,0.00837077540381958,0.008458706483337767,True
13.333333333333334,1.5152202236473171,0.18465085725278652,0.1510146815764878,0.12708130356340755,0.023933378013080264,0.00869882223475497,0.00883054293845408,True
13.484848484848484,1.5415133523008493,0.16301446718229684,0.1527675568200566,0.12949881649402173,0.023268740326034876,0.009003753217649785,0.009133090456229098,True
13.636363636363637,1.564618547035892,0.14273895950838345,0.15430790313572612,0.13184919430473233,0.022458708830993795,0.009310427823192196,0.00940553781211306,True
13.787878787878789,1.5847675824549052,0.12409066456201057,0.15565117216366037,0.13411775075230745,0.02153342141135292,0.009554241595511343,0.00964821362876641,True
13.93939393939394,1.6022217787213497,0.10720630534454934,0.15681478524809,0.13629284382416126,0.02052194142392874,0.009769447673347031,0.009862302505910336,True
14.090909090909092,1.6172543416502232,0.09211983949683056,0.1578169561100149,0.13836576720031568,0.019451188909699213,0.009957799330317508,0.010049593029746175,True
14.242424242424242,1.630136881599177,0.07878911266207744,0.1586757921066118,0.14033053375685095,0.018345258349760862,0.010161435683972557,0.010212251580680511,True
14.393939393939394,1.6411298303357014,0.06711974330927717,0.1594086553557134,0.1421835901558167,0.017225065199896722,0.010302143025918767,0.010352634593831265,True
14.545454545454545,1.6504761977535032,0.056984980531153084,0.16003174651690022,0.14392349573156382,0.016108250785336398,0.010423666032712976,0.010525897725303606,True
14.696969696969697,1.6583980062542327,0.04824122515198592,0.16055986708361553,0.14555059177048668,0.015009275313128845,0.010527532950228556,0.010629165774569673,True
14.84848484848485,1.6650947508298626,0.040739492677009714,0.16100631672199084,0.14706668018595423,0.01393963653603661,0.010615955993322358,0.010717062063515245,True
15.0,1.6707433070654476,0.03433339742535679,0.1613828871376965,0.14847472428050337,0.012908162857193123,0.010690980952778161,0.010791628052087833,True
15.151515151515152,1.6754988106557285,0.02888433875831442,0.16169992071038192,0.14977857911456327,0.011921341595818646,0.010754458785064822,0.01085470903407082,True
15.303030303030303,1.6794961369922095,0.024264550746378788,0.16196640913281396,0.15098275503333283,0.010983654099481127,0.010852040745866222,0.010907948452719593,True
15.454545454545455,1.682851704821298,0.020358594658960172,0.16219011365475322,0.15209221504338144,0.01009789861137178,0.01089699255666495,0.010952792732973672,True
15.606060606060606,1.6856654081009852,0.017063768410671365,0.162377693873399,0.15311220480210586,0.009265489071293154,0.010934794526732008,0.010990502773030828,True
15.757575757575758,1.6880225437336227,0.014289801699390203,0.1625348362489082,0.15404811278910516,0.00848672345980303,0.010966539226316659,0.011022169218885413,True
15.90909090909091,1.6899956510401943,0.011958111825543405,0.16266637673601297,0.15490535758302465,0.007761019152988324,0.01099316585249384,0.01104872946934303,True
16.060606060606062,1.6916462139837876,0.010000817646238502,0.16277641426558584,0.15568929891160932,0.00708711535397652,0.011015477531804357,0.011070985012689634,True
16.21212121212121,1.693026201842085,0.008359648183308366,0.162868413456139,0.15640516914938474,0.006463244306754268,0.011034158072517944,0.01108961819225231,True
16.363636363636363,1.694179440706002,0.0069848363753193254,0.1629452960470668,0.15705802210966294,0.005887273937403875,0.011049787618845812,0.011105207860540232,True
16.515151515151516,1.695142818925515,0.005834054835240465,0.163009521261701,0.15765269624475423,0.005356825016946787,0.01106285691715378,0.011118243637233152,True
16.666666666666668,1.6959473361106205,0.004871426648473509,0.16306315574070804,0.15819378968080947,0.004869366059898572,0.011073780079518763,0.01112913865996118,True
16.81818181818182,1.6966190088189919,0.004066627876195383,0.16310793392126613,0.15868564483837497,0.004422289082891162,0.011082905844196295,0.011138240829858762,True
16.96969696969697,1.6971796475882557,0.0033940875620359634,0.16314530983921705,0.15913234070533366,0.004012969133883382,0.011090527402897484,0.011145842623361607,True
17.12121212121212,1.6976475202014267,0.0028322841274484034,0.1631765013467618,0.15953769112289765,0.0036388102238641418,0.011096890904455101,0.011152189580796142,True
17.272727272727273,1.6980379155056644,0.0023631329001529977,0.16320252770037763,0.15990524771116674,0.003297279989210894,0.011102202763363324,0.011157487600812737,True
17.424242424242422,1.698363621080261,0.001971457272982313,0.16322424140535075,0.16023830629593552,0.002985935109415222,0.011161909174750588,0.011161909174750588,True
17.575757575757578,1.6986353268005074,0.001644535001547709,0.16324235512003382,0.16053991590294717,0.002702439217086655,0.011165598691656644,0.011165598691656644,True
17.727272727272727,1.6988619650201238,0.0013717109667208405,0.16325746433467492,0.16081288956123874,0.002444574773436181,0.011168676936399844,0.011168676936399844,True
17.87878787878788,1.6990509967904228,0.0011440680388368207,0.16327006645269487,0.16105981630603028,0.002210250146664594,0.01117124489249499,0.01117124489249499,True
18.03030303030303,1.6992086523046197,0.0009541482708685933,0.163280576820308,0.16128307389660246,0.001997502923705541,0.01117338694941906,0.01117338694941906,True
18.18181818181818,1.69934013263008,0.0007957173760564373,0.1632893421753387,0.16148484186869394,0.0018045003066447518,0.011175173602349887,0.011175173602349887,True
18.333333333333336,1.6994497787822125,0.0006635662198739567,0.16329665191881415,0.1616671146269409,0.001629537291873262,0.011176663720964876,0.011176663720964876,True
18.484848484848484,1.6995412133027692,0.0005533438201448249,0.16330274755351795,0.16183171435339272,0.0014710332001252324,0.011177906453529807,0.011177906453529807,True
18.636363636363637,1.6996174587277109,0.0004614170693475472,0.1633078305818474,0.1619803035655266,0.0013275270163208008,0.011178942823130752,0.011178942823130752,True
18.78787878787879,1.699681036657117,0.00038475305224050516,0.16331206911047447,0.1621143972035388,0.0011976719069356767,0.011179807064592952,0.011179807064592952,True
18.939393939393938,1.699734050561723,0.0003208204225249034,0.16331560337078155,0.16223537416383532,0.001080229206946226,0.011180527743357649,0.011180527743357649,True
19.090909090909093,1.699778254966973,0.00026750682348808397,0.16331855033113155,0.16234448822514302,0.0009740621059885213,0.011181128691285432,0.011181128691285432,True
19.242424242424242,1.6998151132355073,0.000223049792279717,0.16332100754903384,0.16244287833685903,0.0008781292121748108,0.011181629788928628,0.011181629788928628,True
19.393939393939394,1.6998458458131185,0.000185978980703716,0.16332305638754124,0.16253157825728073,0.000791478130260509,0.011182047619174879,0.011182047619174879,True
19.545454545454547,1.6998714705023872,0.00015506786299557263,0.16332476470015916,0.16261152554316563,0.0007132391569935337,0.01118239601321438,0.01118239601321438,True
19.696969696969695,1.6998928360746324,0.00012929338953515668,0.16332618907164215,0.16268356990245791,0.0006426191691842331,0.01118268650642958,0.01118268650642958,True
19.84848484848485,1.6999106503173977,0.00010780229059470514,0.16332737668782651,0.16274848092964825,0.0005788957581782661,0.011182928718973563,0.011182928718973563,True
20.0,1.6999255034354186,9.803057893762638e-05,0.16332836689569458,0.16280695524865615,0.0005214116470384222,0.011183130673411174,0.011183130673411174,True
