anisotropy_ratio,lateral_dev,sagittal_range
0.5,0.0,0.17541598391829522
0.75,0.0,0.17541598391829522
1.0,0.0,0.17541598391829522
1.5,0.0,0.17541598391829522
2.0,0.0,0.17541598391829522
3.0,0.0,0.17541598391829522
4.0,0.0,0.17541598391829522
5.0,0.0,0.17541598391829522
7.5,0.0,0.17541598391829522
10.0,0.0,0.17541598391829522
