chi_kappa,epsilon_asym,S_lat,cobb_like_deg
0.0,0.0,1.3929964437515303,41.07215251649088
0.0,0.005,1.3929964437515303,41.07215251649088
0.0,0.01,1.3929964437515303,41.07215251649088
0.0,0.02,1.3929964437515303,41.07215251649088
0.0,0.05,1.3929964437515303,41.07215251649088
0.0071428571428571435,0.0,1.3871051520898012,41.13855760774584
0.0071428571428571435,0.005,1.3870837211473739,41.13856569081422
0.0071428571428571435,0.01,1.3870622906775725,41.13857377388387
0.0071428571428571435,0.02,1.3870194311557869,41.138589940027686
0.0071428571428571435,0.05,1.3868908639321769,41.13863843849315
0.014285714285714287,0.0,1.3812461682671897,41.20496705524893
0.014285714285714287,0.005,1.3812035351347671,41.20498323062817
0.014285714285714287,0.01,1.381160903873603,41.20499940601297
0.014285714285714287,0.02,1.3810756469646799,41.205031756799805
0.014285714285714287,0.05,1.3808199211386027,41.20512880929588
0.02142857142857143,0.0,1.3754191870550105,41.271381440347014
0.02142857142857143,0.005,1.375355577224079,41.271405717104194
0.02142857142857143,0.01,1.3752919715607193,41.2714299938739
0.02142857142857143,0.02,1.3751647727355054,41.2714785474513
0.02142857142857143,0.05,1.374783276250167,41.27162420848551
0.028571428571428574,0.0,1.3696239069767384,41.33780131678423
0.028571428571428574,0.005,1.369539542731193,41.33783370381276
0.028571428571428574,0.01,1.3694551858195663,41.33786609086333
0.028571428571428574,0.02,1.3692864939952512,41.33793086503102
0.028571428571428574,0.05,1.3687805944631193,41.338125188066726
0.03571428571428572,0.0,1.363860030250446,41.4042272120831
0.03571428571428572,0.005,1.363755130718929,41.40426771810461
0.03571428571428572,0.01,1.3636502425307178,41.404308224160395
0.03571428571428572,0.02,1.3634405001788106,41.40438923637488
0.03571428571428572,0.05,1.362811545221961,41.404632273842225
0.04285714285714286,0.0,1.3581272627322847,41.470659628848765
0.04285714285714286,0.005,1.358002043939505,41.47070826241538
0.04285714285714286,0.01,1.357876841316118,41.47075689603102
0.04285714285714286,0.02,1.357626484568352,41.47085416340909
0.04285714285714286,0.05,1.3568758021521072,41.471145966717145
0.05,0.0,1.3524253138610087,41.53709904600089
0.05,0.005,1.3522799887780825,41.53715581549711
0.05,0.01,1.352134685481627,41.53721258505933
0.05,0.02,1.351844144233818,41.53732612438161
0.05,0.05,1.3509730429938376,41.53766674393067
0.05714285714285715,0.0,1.3467538966034995,41.60354591993813
0.05714285714285715,0.005,1.3465886751973402,41.60361083358253
0.05714285714285715,0.01,1.3464234819606142,41.60367574731242
0.05714285714285715,0.02,1.3460931799745004,41.60380557502772
0.05714285714285715,0.05,1.3451029495374804,41.60419506021995
0.0642857142857143,0.0,1.3411127274012868,41.67000068563935
0.0642857142857143,0.005,1.3409278166830418,41.670073751486676
0.0642857142857143,0.01,1.3407429412585892,41.67014681744073
0.0642857142857143,0.02,1.3403732962617256,41.670292949669765
0.0642857142857143,0.05,1.3392652075598266,41.670731348920036
0.07142857142857144,0.0,1.3355015261180476,41.736463757704136
0.07142857142857144,0.005,1.3352971301906236,41.73654498364685
0.07142857142857144,0.01,1.335092777398823,41.73662620972014
0.07142857142857144,0.02,1.3346842011825713,41.736788662258284
0.07142857142857144,0.05,1.3334595067617214,41.73727602300611
0.07857142857142858,0.0,1.3299200159880311,41.80293553133909
0.07857142857142858,0.005,1.3296963360927234,41.803024925109206
0.07857142857142858,0.01,1.329472707868997,41.803114319035664
0.07857142857142858,0.02,1.3290256063846166,41.803293107357774
0.07857142857142858,0.05,1.3276855407068595,41.8038294760769
0.08571428571428572,0.0,1.324367923565438,41.869416383289916
0.08571428571428572,0.005,1.3241251581276685,41.869513952460935
0.08571428571428572,0.01,1.3238824535687737,41.869611521815976
0.08571428571428572,0.02,1.3233972270217143,41.869806661078755
0.08571428571428572,0.05,1.3219430067616682,41.87039208328823
0.09285714285714286,0.0,1.318844978674687,41.935906672724855
0.09285714285714286,0.005,1.3185833233489004,41.93601242471308
0.09285714285714286,0.01,1.3183217387583543,41.93611817691532
0.09285714285714286,0.02,1.3177987817007268,41.936329681961695
0.09285714285714286,0.05,1.3162316060363595,41.936964202235714
0.1,0.0,1.3133509143615978,42.00240674207172
0.1,0.005,1.3130705620752858,42.002520684138446
0.1,0.01,1.3127902910079414,42.00263462645096
0.1,0.02,1.312229992429262,42.00286251181252
0.1,0.05,1.3105510433270433,42.003546173791264
