anisotropy,torsion_drive,initial_lateral_defect,active_curvature_sweep
3.0,0.5,0.05,"[5.0, 7.0, 9.0, 11.0, 13.0, 15.0, 17.0, 19.0, 21.0, 23.0, 25.0]"
