active_curvature,S_lat,cobb_angle,max_curvature,z_tip
0.0,0.36844638040274835,50.750968417512595,46.41237283350951,-0.4225375347143009
0.5263157894736842,0.5023157546492332,42.006338882989276,45.03054436649668,-0.17943368050280306
1.0526315789473684,0.38324334725861536,46.58493730510562,46.61263879641047,-0.11348177000758433
1.5789473684210527,0.9080653628491648,21.119121109752264,40.82992370469627,-0.22507246362559677
2.1052631578947367,0.38784111399128246,74.5503022925639,45.21837193905259,-0.4839172904687129
2.631578947368421,0.3978821440507625,93.55608561186584,57.13172821692512,-0.6302776458452654
3.1578947368421053,0.21036261682918006,15.042875342116899,46.968806635683826,-0.33103496585169034
3.6842105263157894,0.4106267879406321,72.63844931924487,64.9242712216087,-0.30093662354274303
4.2105263157894735,0.43586581253491385,66.0491554560226,75.78045232187388,-0.1445386873539757
4.7368421052631575,0.5508182810294896,64.13180006955956,75.30989464843816,-0.2891788263056185
5.263157894736842,0.5709221433669316,54.84043166452501,95.20016584933819,-0.12360000496463679
5.789473684210526,0.6682333847291703,53.6715424307681,99.90783913313827,-0.3345353204657635
6.315789473684211,0.24953256266724802,91.226884745339,104.26602566071989,-0.33757438753576957
6.842105263157895,0.16042677148183154,28.725713848521476,92.58989183652206,-0.42216834001408465
7.368421052631579,0.23252479623085742,2.7968750045346353,98.23655457947024,-0.37553850833420016
7.894736842105263,0.5796035085084544,56.87608320272061,112.78917173607624,-0.33424396391668454
8.421052631578947,0.6626587116830198,101.72285894901793,110.52089882887145,-0.2836780980148811
8.947368421052632,0.4558726044065686,115.44006837703367,124.1073163758926,-0.3020962354269641
9.473684210526315,0.3829022481065337,3.397615134095444,128.70207961090156,0.05232562291874127
10.0,0.4635222224204164,22.143575884029747,124.4273024432493,-0.1476639082767878
