chi_kappa,chi_E,countercurvature_energy,metric_deviation,D_geo,D_geo_norm,epsilon_asym,max_lateral_deviation,tip_lateral_deviation,apex_position,lordosis_angle,kyphosis_angle,n_inflection_points
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.28183378671367604,0.28183378671367604,0.3,26.906751678729083,0.0,1
0.025,0.1,9.225456350210029e-05,0.1393360381652058,0.19100862862048096,0.12721407323565592,0.0,0.28119820131193957,0.28119820131193957,0.3,27.340578468691835,0.0,1
0.05,0.1,0.0003689959683542654,0.2786720763304116,0.38201725724096186,0.2544281464713118,0.0,0.2805376041843833,0.2805376041843833,0.3,28.073644454286583,0.0,1
