chi_kappa,chi_E,s,x,z,kappa,theta,I,dIds
0.0,0.1,0.1983050847457627,0.1904545713404441,0.04921673605206426,0.859804091364123,0.4264355597850373,0.237016940044912,3.6709444389523433
0.0,0.1,0.20338983050847456,0.19508395718760946,0.05131993032494571,0.8124260226069363,0.430686992278184,0.25951250130863585,5.375726316901488
0.0,0.1,0.20847457627118643,0.1997043596359729,0.053442787052700384,0.7662993670058306,0.4347007008958436,0.291685343267639,7.4369539295549885
0.0,0.1,0.2135593220338983,0.20431620436191042,0.055584171580350346,0.7210782370638268,0.43848216938076645,0.33514254127021204,9.716135205410719
0.0,0.1,0.21864406779661016,0.20891991855553452,0.057742980301576055,0.6765125881942969,0.44203536639413454,0.3904934978989345,11.957582408025665
0.0,0.1,0.223728813559322,0.21351593303120214,0.05991813326421331,0.632481164023597,0.44536331661163764,0.45674507423318456,13.802302929598603
0.0,0.1,0.22881355932203387,0.21810468326846935,0.062108569460818115,0.5889899465232944,0.4484687516384518,0.5308559005728184,14.83871082439439
0.0,0.1,0.23389830508474574,0.22268660913307198,0.06431324513825955,0.5461324651537456,0.45135465607491887,0.6076472182100767,14.687119544312203
0.0,0.1,0.2389830508474576,0.22726215344304349,0.06653113461677367,0.5040218777026603,0.45402453999743514,0.6802164383115867,13.100607375359786
0.0,0.1,0.24406779661016947,0.23183175994471825,0.06876123234810026,0.46271561592876953,0.4564823471846337,0.7408737338917017,10.05326246854139
0.0,0.1,0.24915254237288134,0.23639587149960975,0.07100255454401991,0.42215607491508883,0.4587320209749147,0.7824530057882788,5.7842983180355105
0.0,0.1,0.2542372881355932,0.24095492926540188,0.07325413882172013,0.38214452969743673,0.4607768530205398,0.7996971066174867,0.7764695332783589
0.0,0.1,0.25932203389830505,0.24550937339124043,0.07551504089302502,0.342354144347902,0.46261879880201096,0.7903493061267028,-4.332446786652085
0.0,0.1,0.26440677966101694,0.25005964533432584,0.077784328163378,0.3023768347260252,0.4642579453589786,0.7556383257362786,-8.883062672369618
0.0,0.1,0.2694915254237288,0.25460619147182373,0.08006107094441833,0.2617910172497158,0.4656922704063745,0.7000130755602325,-12.334169401490023
0.0,0.1,0.2745762711864407,0.25914946734446664,0.08234433260626904,0.22023346924410192,0.4669177563889859,0.6302060945346848,-14.368008344282067
0.0,0.1,0.2796610169491525,0.26368994170106713,0.08463316027310407,0.1774582589588676,0.4679288370539087,0.5538977364658386,-14.932905780915846
0.0,0.1,0.28474576271186436,0.26822809954783544,0.08692657755507247,0.13336908453177598,0.46871907606278324,0.4783460357457109,-14.217398486323276
0.0,0.1,0.28983050847457625,0.27276444363000346,0.08922358034993265,0.08801855819717952,0.46928192600192464,0.40931402304560177,-12.572169557438016
0.0,0.1,0.2949152542372881,0.2772994941257994,0.09152313606180328,0.04157761977693316,0.4696114078103334,0.3504934639751547,-10.409669789704765
0.0,0.1,0.3,0.28183378671367604,0.09382418586546759,-0.005713100156906271,0.4697025887924182,0.3034529743367398,-8.092922801404981
0.025,0.1,0.0,0.0,0.0,3.482130105268307,0.0,0.23514954689872597,2.8343738760994874
0.025,0.1,0.005084745762711864,0.005084745762711864,0.0,3.4605982376791724,0.017651004261730878,0.2529303475798604,4.159407725146721
0.025,0.1,0.010169491525423728,0.010168699449502112,8.974620876722333e-05,3.4446624825860366,0.03520675185562548,0.27744860851038755,5.623154204483651
0.025,0.1,0.015254237288135592,0.015250294227430121,0.00026872661090958003,3.4369904487617164,0.052702479647187564,0.3101149666085077,7.343259470643506
0.025,0.1,0.020338983050847456,0.020327980053223716,0.0005365812841020743,3.4353866676826654,0.07017462485848684,0.35212582346608423,9.252973560697779
0.025,0.1,0.02542372881355932,0.02540021109365054,0.0008931086237926863,3.436117664843413,0.08764455112762094,0.4042130028189935,11.234154751613254
0.025,0.1,0.030508474576271184,0.03046543994603652,0.0013381885541118123,3.4339556833653657,0.1051108393010331,0.4663714650079139,13.117414490225961
0.025,0.1,0.035593220338983045,0.0355221226912213,0.001871666844173158,3.4225127661740418,0.12254253874901463,0.5376104383128169,14.692243703969652
0.025,0.1,0.04067796610169491,0.0405687382213082,0.0024932061936129347,3.394884483669135,0.13987490463844646,0.6157841128448933,15.728183786635256
0.025,0.1,0.04576271186440678,0.04560382353314431,0.003202117594246762,3.344554318196066,0.15700907108386647,0.6975580700413111,16.005655312823862
0.025,0.1,0.05084745762711864,0.050626023752136366,0.003997192705020791,3.2664353779393265,0.17381667200624457,0.778553488907509,15.352274001642499
0.025,0.1,0.0559322033898305,0.055634151937480246,0.004876562678683992,3.157865296341047,0.1901496398222116,0.8536828903969975,13.678130400316121
0.025,0.1,0.06101694915254237,0.06062725005601254,0.005837609321738067,3.019343431037518,0.20585440777317407,0.9176531200971643,11.002403853948962
0.025,0.1,0.06610169491525424,0.06560464004489452,0.006876949675036149,2.8548218542747654,0.22078872629515445,0.965571743149021,7.464410730352498
0.025,0.1,0.07118644067796609,0.07056595371790508,0.007990505290806924,2.6714361892005276,0.2348385348802611,0.9935623817617658,3.314855478180746
0.025,0.1,0.07627118644067796,0.07551113299591769,0.009173654216230509,2.4786763549352466,0.2479320413484029,0.9992821378423844,-1.1128394488618625
0.025,0.1,0.08135593220338982,0.08044039725397108,0.010421449610393199,2.2871235370387293,0.26004848175172657,0.9822453704174079,-5.446719478963374
0.025,0.1,0.08644067796610169,0.0853541812198183,0.011728877087693181,2.106983756305493,0.27121994097209323,0.943891770259706,-9.327887478176606
0.025,0.1,0.09152542372881356,0.09025305299610457,0.013091115976773258,1.946699638951401,0.2815259157057972,0.8873854977579847,-12.459572761053153
0.025,0.1,0.09661016949152541,0.09513762566142842,0.01450376927768868,1.8119042940094525,0.2910816884167146,0.8171842506557758,-14.644375089245429
0.025,0.1,0.10169491525423728,0.10000847652803976,0.015963033238268726,1.7048990095564875,0.30002271376476364,0.7384596493927771,-15.803246221273369
0.025,0.1,0.10677966101694915,0.10486608556110441,0.017465788691862237,1.6247135351018585,0.3084878304037255,0.6564732721343516,-15.974044064243955
0.025,0.1,0.111864406779661,0.10971079970318152,0.019009610039354943,1.5676790714757232,0.3166040827933295,0.5760117436547031,-15.291962712402722
0.025,0.1,0.11694915254237287,0.1145428243707333,0.020592701029660744,1.5283443573943902,0.3244753287989315,0.5009617869234766,-13.957628720376732
0.025,0.1,0.12203389830508474,0.11936223858139468,0.022213776640942196,1.5005175895812735,0.33217582527429335,0.434069756667821,-12.200375978766836
0.025,0.1,0.1271186440677966,0.1241690269391416,0.02387191570484636,1.478226788272004,0.339748904201039,0.376890166800424,-10.243972340545724
0.025,0.1,0.13220338983050847,0.12896312036125376,0.025566409060241137,1.4564468363964254,0.34720993884002654,0.3298937667639661,-8.280240865996173
0.025,0.1,0.13728813559322034,0.1337444377911711,0.027296623817369553,1.4315201550883554,0.35455222780142853,0.2926843274852086,-6.4533330022935935
0.025,0.1,0.14237288135593218,0.13851292272058036,0.029061897436220948,1.4012754475093185,0.3617542505198972,0.2642666514864042,-4.854688853937482
0.025,0.1,0.14745762711864405,0.14326857055113804,0.0308614677135728,1.3649068380442826,0.36878691734757585,0.24331461032652252,-3.526609119507974
0.025,0.1,0.15254237288135591,0.14801144510493622,0.03269443810022665,1.3227057096603707,0.3756198306044521,0.22840282993208583,-2.4711985225802984
0.025,0.1,0.15762711864406778,0.15274168450963746,0.03455977309577787,1.2757406973569567,0.3822260502833097,0.21818377789350252,-1.6612338732376912
0.025,0.1,0.16271186440677965,0.15745949797270944,0.03645631616121906,1.2255646400764435,0.3885853011411912,0.21150892613644828,-1.0500508930654675
0.025,0.1,0.16779661016949152,0.16216515552991853,0.038382822435721484,1.1739993509192759,0.39468588755897693,0.20750529423520964,-0.5785457396930305
0.025,0.1,0.17288135593220338,0.16685897277669565,0.040337999953307564,1.1230165166032204,0.4005257584086104,0.20562541013957,-0.1786110233213165
0.025,0.1,0.17796610169491525,0.17154129206522278,0.042320555261918934,1.0746995845492842,0.4061131722250998,0.20568891094719624,0.2263687394054763
0.025,0.1,0.18305084745762712,0.17621246096553922,0.044329241543082015,1.0312392596834723,0.4114672540324712,0.20792746511657484,0.722041079605436
0.025,0.1,0.18813559322033896,0.1808728082944111,0.04636290873455969,0.9948879742199204,0.4166184249661239,0.2130317015872515,1.401584119933652
0.025,0.1,0.19322033898305083,0.18552261807228498,0.048420555084398444,0.9677850134726675,0.42160827154500335,0.2221808629464086,2.358548448336613
0.025,0.1,0.1983050847457627,0.19016210266648212,0.05050137755919625,0.9515777023379315,0.4264880072631659,0.237016940044912,3.6709444389523433
0.025,0.1,0.20338983050847456,0.1947913782000448,0.05260481462879789,0.9468191805294736,0.4313144400162186,0.25951250130863585,5.375726316901488
0.025,0.1,0.20847457627118643,0.19941044775733902,0.054730569999552954,0.9522232152447053,0.43614251390378006,0.291685343267639,7.4369539295549885
0.025,0.1,0.2135593220338983,0.20401920021467163,0.056878601716834336,0.9639816171990948,0.44101422110490834,0.33514254127021204,9.716135205410719
0.025,0.1,0.21864406779661016,0.20861743344093583,0.059049060347699286,0.9754521483949385,0.44594498491574064,0.3904934978989345,11.957582408025665
0.025,0.1,0.223728813559322,0.21320490879469284,0.06124216530416812,0.977538737263562,0.4509102159809741,0.45674507423318456,13.802302929598603
0.025,0.1,0.22881355932203387,0.21778143837174332,0.06345802100835969,0.9599577171331541,0.45583605442435554,0.5308559005728184,14.83871082439439
0.025,0.1,0.23389830508474574,0.22234699752364093,0.06569639298413589,0.9133104537615507,0.46059860062154545,0.6076472182100767,14.687119544312203
0.025,0.1,0.2389830508474576,0.2269018445883392,0.06795648317893471,0.8315370620866549,0.4650346536279392,0.6802164383115867,13.100607375359786
0.025,0.1,0.24406779661016947,0.23144662098966015,0.0702367566128484,0.7140471776423043,0.46896410508487724,0.7408737338917017,10.05326246854139
0.025,0.1,0.24915254237288134,0.23598240210330595,0.07253487087469665,0.5667635328659766,0.4722204035014237,0.7824530057882788,5.7842983180355105
0.025,0.1,0.2542372881355932,0.24051067583683527,0.07484774278330829,0.4015562680293957,0.4746822335037001,0.7996971066174867,0.7764695332783589
0.025,0.1,0.25932203389830505,0.2450332419566232,0.07717175551209493,0.2340429746815999,0.47629816378177886,0.7903493061267028,-4.332446786652085
0.025,0.1,0.26440677966101694,0.2495520467307801,0.07950307335496265,0.08030026791678474,0.4770973415171985,0.7556383257362786,-8.883062672369618
0.025,0.1,0.2694915254237288,0.25406898692477464,0.08183800178112326,-0.04656321778753475,0.47718311367854405,0.7000130755602325,-12.334169401490023
0.025,0.1,0.2745762711864407,0.2585857268302965,0.08417331762641764,-0.13896673936294981,0.47671142734680555,0.6302060945346848,-14.368008344282067
0.025,0.1,0.2796610169491525,0.2631035677698818,0.08650650272752368,-0.19586438556402855,0.4758601617749573,0.5538977364658386,-14.932905780915846
0.025,0.1,0.28474576271186436,0.26762339323244294,0.08883584110126842,-0.22206587762630595,0.4747976272075243,0.4783460357457109,-14.217398486323276
0.025,0.1,0.28983050847457625,0.27214569114568443,0.09116037569023636,-0.22628568073877092,0.47365775036422325,0.40931402304560177,-12.572169557438016
0.025,0.1,0.2949152542372881,0.2766706358035475,0.09347975390749469,-0.218664124965686,0.47252652204463563,0.3504934639751547,-10.409669789704765
0.025,0.1,0.3,0.28119820131193957,0.09579401189627532,-0.2080361701920308,0.4714416907857601,0.3034529743367398,-8.092922801404981
0.05,0.1,0.0,0.0,0.0,3.5529894521707943,0.0,0.23514954689872597,2.8343738760994874
0.05,0.1,0.005084745762711864,0.005084745762711864,0.0,3.5645834308078403,0.01809552427875924,0.2529303475798604,4.159407725146721
0.05,0.1,0.010169491525423728,0.01016865905322753,9.200611900538324e-05,3.585241337698128,0.036273044876655766,0.27744860851038755,5.623154204483651
0.05,0.1,0.015254237288135592,0.015250060096800407,0.00027640488741973465,3.6205719355278037,0.054592909130619996,0.3101149666085077,7.343259470643506
0.05,0.1,0.020338983050847456,0.02032723048940391,0.0005538580832684055,3.66671100670011,0.07311989966170791,0.35212582346608423,9.252973560697779
0.05,0.1,0.02542372881355932,0.02539838946047612,0.0009253229692672329,3.7169715336337443,0.09189197391679399,0.4042130028189935,11.234154751613254
0.05,0.1,0.030508474576271184,0.030461682186091157,0.0013919129886097949,3.761891045621015,0.11090603132167898,0.4663714650079139,13.117414490225961
0.05,0.1,0.035593220338983045,0.03551518842723854,0.001954686603930055,3.789818858773283,0.13010529379047803,0.5376104383128169,14.692243703969652
0.05,0.1,0.04067796610169491,0.040556959131719625,0.0026143741321224554,3.788089078335016,0.14937116142719406,0.6157841128448933,15.728183786635256
0.05,0.1,0.04576271186440678,0.04558508551253149,0.0033710673130089496,3.7446957010166626,0.1685223091713085,0.6975580700413111,16.005655312823862
0.05,0.1,0.05084745762711864,0.05059779919038374,0.0042239102383411055,3.6502422279803888,0.187322998821301,0.778553488907509,15.352274001642499
0.05,0.1,0.0559322033898305,0.05559359389198119,0.0051708393649958434,3.49981855634895,0.20550111945942642,0.8536828903969975,13.678130400316121
0.05,0.1,0.06101694915254237,0.06057135075703578,0.006208421199753065,3.2944035273862418,0.22277456543502439,0.9176531200971643,11.002403853948962
0.05,0.1,0.06610169491525424,0.06553044330656492,0.007331826984240967,3.041432122533578,0.23888262217210868,0.965571743149021,7.464410730352498
0.05,0.1,0.07118644067796609,0.0704707974018227,0.0085349649168513,2.754307576155046,0.2536175536094526,0.9935623817617658,3.314855478180746
0.05,0.1,0.07627118644067796,0.07539288767294276,0.009810765384934595,2.4508553687137002,0.2668510187235257,0.9992821378423844,-1.1128394488618625
0.05,0.1,0.08135593220338982,0.08029766419259807,0.011151588551371676,2.1509555500646447,0.2785505380085554,0.9822453704174079,-5.446719478963374
0.05,0.1,0.08644067796610169,0.08518641840761229,0.012549702172146801,1.8737865693510778,0.28878293322740894,0.943891770259706,-9.327887478176606
0.05,0.1,0.09152542372881356,0.09006061089241817,0.01399776539330749,1.6352103199250723,0.297704111759467,0.8873854977579847,-12.459572761053153
0.05,0.1,0.09661016949152541,0.09492169115712769,0.01548925395560617,1.4457949167783166,0.3055371759205773,0.8171842506557758,-14.644375089245429
0.05,0.1,0.10169491525423728,0.09977093948607302,0.017018773525810212,1.3098178540246532,0.3125429711005848,0.7384596493927771,-15.803246221273369
0.05,0.1,0.10677966101694915,0.10460935339894574,0.018582228123531563,1.2253624334957596,0.31898834471292487,0.6564732721343516,-15.974044064243955
0.05,0.1,0.111864406779661,0.10943758983219957,0.020176835415630923,1.1853800036656552,0.32511735090909794,0.5760117436547031,-15.291962712402722
0.05,0.1,0.11694915254237287,0.11425596228328486,0.0218010048630836,1.1794036393849718,0.3311295127134639,0.5009617869234766,-13.957628720376732
0.05,0.1,0.12203389830508474,0.11906448294128183,0.023454113617229128,1.1955081901121027,0.33716742414438866,0.434069756667821,-12.200375978766836
0.05,0.1,0.1271186440677966,0.12386293468533409,0.025136225483728528,1.2221274797583606,0.3433139555084661,0.376890166800424,-10.243972340545724
0.05,0.1,0.13220338983050847,0.12865095669903992,0.02684779922379489,1.249440814746521,0.34959760371483445,0.3298937667639661,-8.280240865996173
0.05,0.1,0.13728813559322034,0.13342812933087714,0.02858942522183287,1.2701868300310155,0.3560034367100316,0.2926843274852086,-6.4533330022935935
0.05,0.1,0.14237288135593218,0.13819404745915265,0.03036161704722618,1.2799082261608814,0.3624867292257737,0.2642666514864042,-4.854688853937482
0.05,0.1,0.14745762711864405,0.14294837586715828,0.03216467025227782,1.2767416100565834,0.36898668643649607,0.24331461032652252,-3.526609119507974
0.05,0.1,0.15254237288135591,0.14769088415549617,0.03399858808207904,1.2609257465958632,0.37543838310595146,0.22840282993208583,-2.4711985225802984
0.05,0.1,0.15762711864406778,0.15242146194269704,0.03586306475682128,1.2342098505260144,0.38178194818337996,0.21818377789350252,-1.6612338732376912
0.05,0.1,0.16271186440677965,0.15714011719925997,0.03775751244444088,1.199313367749807,0.3879688716196744,0.21150892613644828,-1.0500508930654675
0.05,0.1,0.16779661016949152,0.1618469614176944,0.039681117646868526,1.1595357074269501,0.39396594553961534,0.20750529423520964,-0.5785457396930305
0.05,0.1,0.17288135593220338,0.16654218506235868,0.041632915381779,1.1185512410201874,0.39975769201871825,0.20562541013957,-0.1786110233213165
0.05,0.1,0.17796610169491525,0.17122602570372392,0.04361187377389129,1.0803588030344211,0.40534814128326385,0.20568891094719624,0.2263687394054763
0.05,0.1,0.18305084745762712,0.17589872994409508,0.04561698587884544,1.0492902866736082,0.4107625033757419,0.20792746511657484,0.722041079605436
0.05,0.1,0.18813559322033896,0.18056050934380166,0.04764736818272012,1.0299275772182617,0.41604865048733136,0.2130317015872515,1.401584119933652
0.05,0.1,0.19322033898305083,0.18521149076122465,0.04970236485575936,1.026748724681083,0.42127748854300767,0.2221808629464086,2.358548448336613
0.05,0.1,0.1983050847457627,0.18985166340229392,0.05178165255410429,1.04335131331174,0.42654045474129454,0.237016940044912,3.6709444389523433
0.05,0.1,0.20338983050847456,0.19448082860951998,0.053885332414640115,1.0812123384520107,0.43194188775425324,0.25951250130863585,5.375726316901488
0.05,0.1,0.20847457627118643,0.19909856345726049,0.056013985591505555,1.13814706348358,0.4375843269117166,0.291685343267639,7.4369539295549885
0.05,0.1,0.2135593220338983,0.2037042140652012,0.05816866003303763,1.2068849973343627,0.44354627282905035,0.33514254127021204,9.716135205410719
0.05,0.1,0.21864406779661016,0.20829693684353326,0.060350754658118365,1.2743917085955803,0.44985460343734684,0.3904934978989345,11.957582408025665
0.05,0.1,0.223728813559322,0.21287580295537148,0.06256177808659566,1.3225963105035272,0.45645711535031064,0.45674507423318456,13.802302929598603
0.05,0.1,0.22881355932203387,0.21743997106148044,0.06480298512089527,1.330925487743014,0.46320335721025946,0.5308559005728184,14.83871082439439
0.05,0.1,0.23389830508474574,0.22198891569625342,0.06707493190310351,1.2804884423693559,0.46984254516817225,0.6076472182100767,14.687119544312203
0.05,0.1,0.2389830508474576,0.22652267630444178,0.06937702968970072,1.1590522464706496,0.47604476725844347,0.6802164383115867,13.100607375359786
0.05,0.1,0.24406779661016947,0.23104207168135274,0.07170720240831455,0.9653787393558391,0.481445862985121,0.7408737338917017,10.05326246854139
0.05,0.1,0.24915254237288134,0.235548815714173,0.07406175070768226,0.7113709908168644,0.48570878602793294,0.7824530057882788,5.7842983180355105
0.05,0.1,0.2542372881355932,0.24004548156982283,0.07643548945785025,0.4209680063613547,0.4885876139868606,0.7996971066174867,0.7764695332783589
0.05,0.1,0.25932203389830505,0.24453529521604608,0.07882216348117299,0.1257318050152978,0.48997752876154704,0.7903493061267028,-4.332446786652085
0.05,0.1,0.26440677966101694,0.24902178725299817,0.0812150756554456,-0.14177629889245574,0.4899367376754187,0.7556383257362786,-8.883062672369618
0.05,0.1,0.2694915254237288,0.2535083768957042,0.08360780481884433,-0.3549174528247853,0.4886739569507138,0.7000130755602325,-12.334169401490023
0.05,0.1,0.2745762711864407,0.2579979844526828,0.08599486649708751,-0.4981669479700015,0.48650509830462535,0.6302060945346848,-14.368008344282067
0.05,0.1,0.2796610169491525,0.26249275864552635,0.08837218524449256,-0.5691870300869247,0.48379148649600606,0.5538977364658386,-14.932905780915846
0.05,0.1,0.28474576271186436,0.2669939674016288,0.09073729818162742,-0.5775008397843878,0.4808761783522654,0.4783460357457109,-14.217398486323276
0.05,0.1,0.28983050847457625,0.27150205205304934,0.09308927867624107,-0.5405899196747215,0.4780335747265219,0.40931402304560177,-12.572169557438016
0.05,0.1,0.2949152542372881,0.2760168042302067,0.09542843498787763,-0.4789058697083051,0.475441636278938,0.3504934639751547,-10.409669789704765
0.05,0.1,0.3,0.2805376041843833,0.09775588149547636,-0.41035924022715536,0.4731807927791021,0.3034529743367398,-8.092922801404981
