uniprot,gene_symbol,status,pdb_path,pae_path,sha256_pdb,retrieved_at,notes
Q9H5I5,PIEZO2,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q9H5I5/Q9H5I5.pdb,research/alphafold_countercurvature/data/raw/afdb/Q9H5I5/Q9H5I5_pae.json,56185ad7177b547387bc3ce2e204f916fa17745c659d25dd71ecd9af8323f6a4,2026-02-22 19:26:57,
P52954,LBX1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P52954/P52954.pdb,research/alphafold_countercurvature/data/raw/afdb/P52954/P52954_pae.json,ab8d3b5ac58795cdebdbafb028f7fed52a8e251c912e2befdd5743c0b0f077e3,2026-02-22 19:26:58,
Q13761,RUNX3,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q13761/Q13761.pdb,research/alphafold_countercurvature/data/raw/afdb/Q13761/Q13761_pae.json,69be6ea2327c23915eb8ce221473f314c0f6f53f513d8a2badfb47c29b67d777,2026-02-22 19:26:58,
Q16665,HIF1A,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q16665/Q16665.pdb,research/alphafold_countercurvature/data/raw/afdb/Q16665/Q16665_pae.json,b52ee60205a9de2b6164d1510c3bb01ad370c08d7288a2ae21a0d52c93a5e7b4,2026-02-22 19:26:59,
P02452,COL1A1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P02452/P02452.pdb,research/alphafold_countercurvature/data/raw/afdb/P02452/P02452_pae.json,30a8cca1dad21b009ba25d556ed6343dd37e052bd27ffb3a7173673c97f5cc88,2026-02-22 19:27:01,
