anisotropy,max_curvature,max_torsion,end_to_end_distance,S_lat,cobb_angle,z_tip,U_CC
1.0,93.36653968333584,128.85120573523184,0.5368135929324759,2.6661379907378624,117.86875964178074,0.025451913390393738,8.557536245854953
1.2105263157894737,67.58718626872759,91.12398987821366,0.20268858070527235,0.40792058340771986,22.873530860493265,0.13631054562077688,7.51786101820697
1.4210526315789473,92.11635067057985,141.27574923765985,0.44264299764308296,1.5646945486079318,112.30069275089932,-0.12814166109013478,10.386249170005861
1.631578947368421,78.40724399446933,119.18573444092216,0.5205604425471941,0.46098930458576803,13.675810631613482,0.04947456422411358,5.630687421543162
1.8421052631578947,99.80490702439754,143.89748253188634,0.5390169421346944,0.2621582984465603,0.6438779929926323,-0.3449485513264548,3.9026491222695876
2.052631578947368,52.83972051730562,97.02715607031712,0.44031243603846354,0.17197964468623217,36.370289696500826,-0.34086479878064846,5.212762423290374
2.263157894736842,80.04387872541601,124.21723538295774,0.17000795451213235,0.49304875092939715,49.50918337424741,-0.13857527345920514,6.60678653214633
2.473684210526316,135.32743849895064,88.76105388648345,0.3694352994421216,0.8101420978454061,80.09022019736103,-0.16519885660229708,3.118626144918114
2.6842105263157894,120.34920151239848,142.15305699905892,0.23869451402815448,0.32004543908575883,33.91199779782873,-0.11313644950447724,6.793722293392989
2.894736842105263,100.84993168997096,130.50580048999288,0.13702418701832025,0.9061699263723166,101.84221950890763,-0.10131666622052772,10.200780423383794
3.1052631578947367,32.31201648983659,68.09224692603625,0.712363339969564,0.13931673465425112,41.51725242994959,-0.6750314566141644,2.8088030947226925
3.3157894736842106,59.12796918065805,108.24020958760417,0.4368917262174157,0.491242995223313,57.859863420436255,-0.29120509011566204,3.951153410420946
3.526315789473684,102.16650988253629,133.34198128046225,0.5036673490042236,0.263736223754492,5.071175230467795,-0.47235882416988095,4.801364532153803
3.7368421052631575,142.9259025863806,146.42756964241977,0.7605699880771547,0.07411122920263356,0.8445664099216107,-0.5988884553353264,0.1481440651814303
3.9473684210526314,133.95259147184078,132.10281071113602,0.509655304510817,0.3246431617637641,87.2211438444279,-0.4602586026114373,2.711724876847885
4.157894736842105,82.37159569858893,129.0144268935645,0.7643513135835766,0.8736192612079469,69.43908293845739,-0.49394354134066765,5.168204511064998
4.368421052631579,43.972755242572966,93.52531719531677,0.3923909186702264,0.38311739540273276,100.04612476831088,-0.18391746247899224,2.737120080412876
4.578947368421052,132.72577140799874,120.2437808447098,0.3019150616978063,0.5108130483526115,16.715456173577074,0.12190093575483972,3.927432889644879
4.789473684210526,99.14994995187833,130.58245351811402,0.6811563856518624,0.3303782259816544,63.548730374177254,-0.5740381775396363,3.2533122410894615
5.0,56.08951723807687,94.87014066111378,0.5879757289395237,0.33102468213220226,100.78832549044316,-0.5515318396849301,1.8803300405425292
