uniprot,gene_symbol,status,pdb_path,pae_path,sha256_pdb,retrieved_at,notes
Q9UEF7,KLOTHO,downloaded,outputs/afcc/afdb/Q9UEF7/Q9UEF7.pdb,outputs/afcc/afdb/Q9UEF7/Q9UEF7_pae.json,ce9ab4f632d6a097ef6fdd7c69aea05ba0a550f1128da6ca9da8772193c2ba6c,2026-03-01 06:42:15,
O43524,FOXO3,downloaded,outputs/afcc/afdb/O43524/O43524.pdb,outputs/afcc/afdb/O43524/O43524_pae.json,23c0aa17a97644034e0112c6ba72d2e6c438617290489a3f9290d1b5c90ba288,2026-03-01 07:02:47,
P46937,YAP1,downloaded,outputs/afcc/afdb/P46937/P46937.pdb,outputs/afcc/afdb/P46937/P46937_pae.json,191425816c40b1574c7cba44b5a327c5cd3eab57efd945a75add64e917664d62,2026-03-01 07:02:48,
