k_c,k_s,g_a,eval1_real,eval1_imag,eval2_real,eval2_imag
10.0,10.1,1.0101010101010102,-10.05,-1.0088627511247898,-10.05,1.0088627511247898
10.0,10.1,1.1111111111111112,-10.05,-1.1099855410024804,-10.05,1.1099855410024804
10.0,10.1,1.2121212121212122,-10.05,-1.2110895230635093,-10.05,1.2110895230635093
10.0,10.1,1.3131313131313131,-10.05,-1.3121790447671253,-10.05,1.3121790447671253
10.0,10.1,1.4141414141414141,-10.05,-1.4132572091413091,-10.05,1.4132572091413091
10.0,10.1,1.5151515151515151,-10.05,-1.5143262904228831,-10.05,1.5143262904228831
10.0,10.1,1.6161616161616161,-10.05,-1.6153879935031483,-10.05,1.6153879935031483
10.0,10.1,1.7171717171717171,-10.05,-1.7164436216358707,-10.05,1.7164436216358707
10.0,10.1,1.8181818181818181,-10.05,-1.8174941881521782,-10.05,1.8174941881521782
10.0,10.1,1.9191919191919191,-10.05,-1.918540492846466,-10.05,1.918540492846466
10.0,10.1,2.0202020202020203,-10.05,-2.0195831754172255,-10.05,2.0195831754172255
10.0,10.1,2.121212121212121,-10.05,-2.1206227536214985,-10.05,2.1206227536214985
10.0,10.1,2.2222222222222223,-10.05,-2.22165965101279,-10.05,2.22165965101279
10.0,10.1,2.323232323232323,-10.05,-2.3226942174361787,-10.05,2.3226942174361787
10.0,10.1,2.4242424242424243,-10.05,-2.423726744395249,-10.05,2.423726744395249
10.0,10.1,2.525252525252525,-10.05,-2.524757476728063,-10.05,2.524757476728063
10.0,10.1,2.6262626262626263,-10.05,-2.625786621586733,-10.05,2.625786621586733
10.0,10.1,2.727272727272727,-10.05,-2.726814355420189,-10.05,2.726814355420189
10.0,10.1,2.8282828282828283,-10.05,-2.8278408294597344,-10.05,2.8278408294597344
10.0,10.1,2.929292929292929,-10.05,-2.928866174068995,-10.05,2.928866174068995
