chi_kappa,L,P_counter,S_proprio,Deficit,Deficit_Ratio,Is_Deficit
0.02,0.23076923076923078,0.006410727064763031,0.0748380594183399,-0.06842733235357687,0.08566132145313231,False
0.02,0.24102564102564103,0.006993232635092112,0.07648304844323199,-0.06948981580813988,0.09143506669040131,False
0.02,0.2512820512820513,0.007601064534565939,0.07809339447633563,-0.0704923299417697,0.09733300217689042,False
0.02,0.26153846153846155,0.008234222763184511,0.07967119819924494,-0.07143697543606042,0.10335256591211338,False
0.02,0.27179487179487183,0.008892707320947827,0.08121835620209368,-0.07232564888114586,0.10949134822207332,False
0.02,0.28205128205128205,0.009576518207855883,0.08273658770965217,-0.0731600695017963,0.1157470772358028,False
0.02,0.2923076923076923,0.01028565542390868,0.08422745696923163,-0.07394180154532295,0.1221176062298312,False
0.02,0.3025641025641026,0.011020118969106226,0.08569239213121876,-0.07467227316211254,0.12860090254256615,False
0.02,0.3128205128205128,0.011779908843448504,0.08713270127132157,-0.07535279242787307,0.13519503781671102,False
0.02,0.3230769230769231,0.012565025046935538,0.08854958606624969,-0.07598456101931415,0.14189817937189259,False
0.02,0.33333333333333337,0.0133754675795673,0.08994415352968174,-0.07656868595011444,0.14870858254453828,False
0.02,0.3435897435897436,0.01421123644134382,0.09131742613454322,-0.07710618969319939,0.1556245838598822,False
0.02,0.35384615384615387,0.01507233163226508,0.09267035058477203,-0.07759801895250695,0.16264459492335,False
0.02,0.36410256410256414,0.015958753152331084,0.09400380545047822,-0.07804505229814714,0.16976709693671127,False
0.02,0.37435897435897436,0.016870501001541815,0.09531860784148158,-0.07844810683993976,0.17699063575915933,False
0.02,0.38461538461538464,0.017807575179897294,0.09661551926323718,-0.07880794408333988,0.18431381744561187,False
0.02,0.3948717948717949,0.018769975687397526,0.09789525077434427,-0.07912527508694675,0.19173530420452872,False
0.02,0.40512820512820513,0.019757702524042495,0.09915846754482721,-0.07940076502078472,0.19925381072585155,False
0.02,0.4153846153846154,0.020770755689832204,0.10040579289814582,-0.07963503720831361,0.20686810083659798,False
0.02,0.4256410256410257,0.02180913518476666,0.10163781190665289,-0.07982867672188623,0.21457698444744958,False
0.02,0.4358974358974359,0.022872841008845866,0.1028550745993553,-0.07998223359050943,0.22237931475856645,False
0.02,0.4461538461538462,0.023961873162069807,0.1040580988318821,-0.0800962256698123,0.23027398569699975,False
0.02,0.4564102564102564,0.025076231644438486,0.1052473728611434,-0.0801711412167049,0.2382599295615906,False
0.02,0.4666666666666667,0.026215916455951924,0.10642335766099163,-0.08020744120503971,0.24633611485424026,False
0.02,0.47692307692307695,0.027380927596610094,0.1075864890100339,-0.0802055614134238,0.2545015442790075,False
