chi_kappa,L,P_counter,S_proprio,Deficit,R_deficit,Cobb_angle,D_geo,Is_Deficit
0.02894736842105263,0.5342105263157895,0.01799179770997784,0.03097837802085353,-0.01298658031087569,0.5807856595289272,1.1156653790039388,0.09868588424097206,False
0.02894736842105263,0.55,0.019071069809253854,0.03161650419742854,-0.012545434388174688,0.6031998253242987,1.160833667799192,0.10013367625478008,False
0.03368421052631579,0.25,0.005335366569134882,0.018206143948862993,-0.01287077737972811,0.2930530805491124,0.44995250354508715,0.07855721979218794,False
0.03368421052631579,0.2657894736842105,0.006030589958088079,0.019003623174698225,-0.012973033216610147,0.3173389570320105,0.4811736848510427,0.08099999447233842,False
0.03368421052631579,0.28157894736842104,0.006768378044324125,0.019787006338095364,-0.013018628293771237,0.34206175146834406,0.5129097264846372,0.08337122661661861,False
0.03368421052631579,0.2973684210526316,0.0075487308278430285,0.020557313499891646,-0.013008582672048618,0.3672041498945286,0.545191214207908,0.08567685656348686,False
0.03368421052631579,0.31315789473684214,0.00837164830864477,0.021315440959986758,-0.012943792651341988,0.39275041620579126,0.5780487337828928,0.08792204543594868,False
0.03368421052631579,0.32894736842105265,0.009237130486729365,0.02206218172913726,-0.012825051242407896,0.41868617529017976,0.6115128709716303,0.09011131114727909,False
0.03368421052631579,0.3447368421052632,0.010145177362096813,0.02279824179753759,-0.012653064435440776,0.4449982350477826,0.6456142115361582,0.09224863532715522,False
0.03368421052631579,0.3605263157894737,0.0110957889347471,0.023524253215699068,-0.012428464280951968,0.47167443884434346,0.6803833412385136,0.09433754842459707,False
0.03368421052631579,0.37631578947368427,0.012088965204680249,0.02424078472413481,-0.01215181951945456,0.49870354207816275,0.7158508458407359,0.09638119819655654,False
0.03368421052631579,0.39210526315789473,0.013124706171896231,0.02494835047448543,-0.0118236443025892,0.5260751080645115,0.752047311104862,0.09838240538249025,False
0.03368421052631579,0.4078947368421053,0.014203011836395074,0.025647417247623108,-0.011444405411228034,0.5537794195519374,0.78900332279293,0.10034370937874164,False
0.03368421052631579,0.42368421052631583,0.015323882198176762,0.02633841047577024,-0.011014528277593477,0.5818074030045897,0.826749466666978,0.10226740602423676,False
0.03368421052631579,0.43947368421052635,0.0164873172572413,0.027021719303866924,-0.010534402046625625,0.6101505633981585,0.8653163284890443,0.10415557910149038,False
0.03368421052631579,0.4552631578947369,0.01769331701358868,0.027697700872382502,-0.010004383858793823,0.638800927741651,0.9047344940211657,0.10601012678516862,False
0.03368421052631579,0.4710526315789474,0.018941881467218924,0.02836668396410821,-0.009424802496889286,0.6677509958931295,0.9450345490253813,0.10783278399470299,False
0.03368421052631579,0.48684210526315796,0.020233010618132,0.02902897212748004,-0.008795961509348041,0.6969936975129266,0.9862470792637285,0.10962514140054275,False
0.03368421052631579,0.5026315789473685,0.021566704466327937,0.029684846366067594,-0.008118141899739657,0.7265223542130435,1.0284026704982454,0.11138866167671518,False
0.03368421052631579,0.518421052631579,0.022942963011806726,0.030334567466189188,-0.007391604454382462,0.7563306461309818,1.0715319084909691,0.11312469347216117,False
0.03368421052631579,0.5342105263157895,0.024361786254568342,0.03097837802085353,-0.00661659176628519,0.7864125822910697,1.1156653790039388,0.11483448348040386,False
0.03368421052631579,0.55,0.025823174194612823,0.03161650419742854,-0.005793330002815719,0.8167624742242405,1.160833667799192,0.11651918691465318,False
0.03842105263157895,0.25,0.006941447374736276,0.018206143948862993,-0.011264696574126716,0.38126949859526854,0.44995250354508715,0.08960432882546437,False
0.03842105263157895,0.2657894736842105,0.007845950655920747,0.019003623174698225,-0.011157672518777478,0.41286604053310166,0.4811736848510427,0.09239061869501101,False
0.03842105263157895,0.28157894736842104,0.008805831689014472,0.019787006338095364,-0.010981174649080891,0.4450310238219742,0.5129097264846372,0.09509530535958063,False
0.03842105263157895,0.2973684210526316,0.009821090474017457,0.020557313499891646,-0.01073622302587419,0.4777419225556502,0.545191214207908,0.09772516451772723,False
0.03842105263157895,0.31315789473684214,0.010891727010929686,0.021315440959986758,-0.010423713949057072,0.5109782636622711,0.5780487337828928,0.10028608307537899,False
0.03842105263157895,0.32894736842105265,0.012017741299751169,0.02206218172913726,-0.010044440429386093,0.5447213447561934,0.6115128709716303,0.10278321427736524,False
0.03842105263157895,0.3447368421052632,0.013199133340481915,0.02279824179753759,-0.009599108457055673,0.578954002580477,0.6456142115361582,0.10522109967003643,False
0.03842105263157895,0.3605263157894737,0.014435903133121906,0.023524253215699068,-0.009088350082577162,0.61366042104529,0.6803833412385136,0.10760376617180605,False
0.03842105263157895,0.37631578947368427,0.015728050677671163,0.02424078472413481,-0.008512734046463646,0.6488259706383132,0.7158508458407359,0.10993480419294732,False
0.03842105263157895,0.39210526315789473,0.017075575974129644,0.02494835047448543,-0.007872774500355787,0.6844370729677203,0.752047311104862,0.11221743113940297,False
0.03842105263157895,0.4078947368421053,0.018478479022497406,0.025647417247623108,-0.0071689382251257025,0.7204810856426455,0.78900332279293,0.11445454351012721,False
0.03842105263157895,0.42368421052631583,0.019936759822774413,0.02633841047577024,-0.006401650652995826,0.7569462037625634,0.826749466666978,0.11664875999639507,False
0.03842105263157895,0.43947368421052635,0.02145041837496067,0.027021719303866924,-0.005571300928906255,0.7938213750851532,0.8653163284890443,0.11880245741263748,False
0.03842105263157895,0.4552631578947369,0.02301945467905617,0.027697700872382502,-0.004678246193326331,0.8310962265466939,0.9047344940211657,0.12091780086433299,False
0.03842105263157895,0.4710526315789474,0.024643868735060952,0.02836668396410821,-0.0037228152290472577,0.8687610002720917,0.9450345490253813,0.1229967692439581,False
0.03842105263157895,0.48684210526315796,0.02632366054297497,0.02902897212748004,-0.0027053115845050713,0.9068064975699188,0.9862470792637285,0.1250411769099941,False
0.03842105263157895,0.5026315789473685,0.028058830102798252,0.029684846366067594,-0.0016260162632693413,0.94522402968782,1.0284026704982454,0.12705269222500326,False
0.03842105263157895,0.518421052631579,0.029849377414530774,0.030334567466189188,-0.0004851900516584136,0.9840053743242192,1.0715319084909691,0.12903285349168386,False
0.03842105263157895,0.5342105263157895,0.031695302478172545,0.03097837802085353,0.0007169244573190132,1.0231427370676542,1.1679020151164152,0.13098308271983566,True
0.03842105263157895,0.55,0.03359660529372358,0.03161650419742854,0.0019801010962950394,1.0626287170754345,1.3107899176406412,0.1329046975745263,True
0.04315789473684211,0.25,0.008758546096402087,0.018206143948862993,-0.009447597852460906,0.4810763949248613,0.44995250354508715,0.10065143785874081,False
0.04315789473684211,0.2657894736842105,0.0098998258979942,0.019003623174698225,-0.009103797276704025,0.5209441277058688,0.4811736848510427,0.1037812429176836,False
0.04315789473684211,0.28157894736842104,0.011110979973153178,0.019787006338095364,-0.008676026364942186,0.5615291056819203,0.5129097264846372,0.10681938410254262,False
0.04315789473684211,0.2973684210526316,0.012392008321879033,0.020557313499891646,-0.008165305178012613,0.6028029062233423,0.545191214207908,0.10977347247196756,False
0.04315789473684211,0.31315789473684214,0.01374291094417174,0.021315440959986758,-0.007572530015815019,0.6447396969159523,0.5780487337828928,0.11265012071480927,False
0.04315789473684211,0.32894736842105265,0.015163687840031314,0.02206218172913726,-0.006898493889105947,0.6873158795535081,0.6115128709716303,0.11545511740745137,False
0.04315789473684211,0.3447368421052632,0.016654339009457755,0.02279824179753759,-0.006143902788079834,0.730509797964182,0.6456142115361582,0.11819356401291763,False
0.04315789473684211,0.3605263157894737,0.018214864452451057,0.023524253215699068,-0.005309388763248012,0.7743014957981852,0.6803833412385136,0.12086998391901502,False
0.04315789473684211,0.37631578947368427,0.01984526416901123,0.02424078472413481,-0.004395520555123579,0.8186725138997966,0.7158508458407359,0.12348841018933808,False
0.04315789473684211,0.39210526315789473,0.02154553815913825,0.02494835047448543,-0.0034028123153471805,0.8636057193910587,0.752047311104862,0.12605245689631567,False
0.04315789473684211,0.4078947368421053,0.023315686422832153,0.025647417247623108,-0.002331730824790955,0.9090851604168038,0.78900332279293,0.12856537764151277,False
0.04315789473684211,0.42368421052631583,0.02515570896009291,0.02633841047577024,-0.0011827015156773285,0.9550959418464018,0.826749466666978,0.13103011396855338,False
0.04315789473684211,0.43947368421052635,0.02706560577092053,0.027021719303866924,4.388646705360405e-05,1.0016241182346721,0.8681293630415948,0.1334493357237846,True
0.04315789473684211,0.4552631578947369,0.02904537685531501,0.027697700872382502,0.0013476759829325093,1.0486566011071439,0.9949190318843475,0.13582547494349734,True
0.04315789473684211,0.4710526315789474,0.03109502221327638,0.02836668396410821,0.002728338249168169,1.0961810782190926,1.1355657582085896,0.1381607544932132,True
0.04315789473684211,0.48684210526315796,0.033214541844804595,0.02902897212748004,0.004185569717324554,1.144185942889873,1.2911566779526733,0.14045721241944542,True
0.04315789473684211,0.5026315789473685,0.03540393574989968,0.029684846366067594,0.005719089383832088,1.192660231867311,1.4628394786715653,0.1427167227732913,True
0.04315789473684211,0.518421052631579,0.03766320392856163,0.030334567466189188,0.007328636462372442,1.2415935704552543,1.6518249363616755,0.1449410135112065,True
0.04315789473684211,0.5342105263157895,0.03999234638079042,0.03097837802085353,0.009013968359936887,1.2909761238586799,1.8593895114207248,0.14713168195926746,True
0.04315789473684211,0.55,0.0423913631065861,0.03161650419742854,0.01077485890915756,1.3407985538778797,2.0868780025986173,0.14929020823439942,True
0.04789473684210527,0.25,0.010786662734132315,0.018206143948862993,-0.007419481214730678,0.5924737695378907,0.44995250354508715,0.11169854689201723,False
0.04789473684210527,0.2657894736842105,0.012192215684308443,0.019003623174698225,-0.006811407490389783,0.6415732185503122,0.4811736848510427,0.1151718671403562,False
0.04789473684210527,0.28157894736842104,0.013683822896740255,0.019787006338095364,-0.006103183441355109,0.6915559970481829,0.5129097264846372,0.11854346284550461,False
0.04789473684210527,0.2973684210526316,0.015261484371427759,0.020557313499891646,-0.005295829128463887,0.7423871008976051,0.545191214207908,0.1218217804262079,False
0.04789473684210527,0.31315789473684214,0.01692520010837093,0.021315440959986758,-0.004390240851615827,0.7940347159668353,0.5780487337828928,0.12501415835423954,False
0.04789473684210527,0.32894736842105265,0.018674970107569792,0.02206218172913726,-0.0033872116215674687,0.8464697796821237,0.6115128709716303,0.1281270205375375,False
0.04789473684210527,0.3447368421052632,0.02051079436902434,0.02279824179753759,-0.002287447428513247,0.8996656211988983,0.6456142115361582,0.13116602835579882,False
0.04789473684210527,0.3605263157894737,0.022432672892734557,0.023524253215699068,-0.001091580322964511,0.9535976631030294,0.6803833412385136,0.13413620166622398,False
0.04789473684210527,0.37631578947368427,0.02444060567870047,0.02424078472413481,0.00019982095456566248,1.0082431718626137,0.7277012509220209,0.13704201618572884,True
0.04789473684210527,0.39210526315789473,0.026534592726922043,0.02494835047448543,0.0015862422524366114,1.0635810473345264,0.8507194110169489,0.13988748265322837,True
0.04789473684210527,0.4078947368421053,0.028714634037399323,0.025647417247623108,0.0030672167897762143,1.1195916438744127,0.9890041843599482,0.1426762117728983,True
0.04789473684210527,0.42368421052631583,0.030980729610132273,0.02633841047577024,0.004642319134362034,1.1762566172561055,1.1438737208951533,0.14541146794071166,True
0.04789473684210527,0.43947368421052635,0.0333328794451209,0.027021719303866924,0.006311160141253977,1.2335587928467167,1.3167235572455582,0.14809621403493164,True
0.04789473684210527,0.4552631578947369,0.035771083542365203,0.027697700872382502,0.008073382669982702,1.2914820514230012,1.5090300853829046,0.15073314902266166,True
0.04789473684210527,0.4710526315789474,0.03829534190186521,0.02836668396410821,0.009928657937757001,1.3500112297341322,1.7223541194321073,0.15332473974246832,True
0.04789473684210527,0.48684210526315796,0.04090565452362088,0.02902897212748004,0.011876682396140842,1.4091320334727897,1.9583445582334749,0.15587324792889676,True
0.04789473684210527,0.5026315789473685,0.043602021407632245,0.029684846366067594,0.013917175041564651,1.468830960751517,2.218742141478944,0.1583807533215794,True
0.04789473684210527,0.518421052631579,0.04638444255389929,0.030334567466189188,0.016049875087710105,1.529095234524087,2.505383297407083,0.16084917353072917,True
0.04789473684210527,0.5342105263157895,0.04925291796242199,0.03097837802085353,0.018274539941568458,1.5899127426641477,2.820204080190374,0.16328028119869925,True
0.04789473684210527,0.55,0.0522074476332004,0.03161650419742854,0.020590943435771857,1.6512719846315764,3.1652441952795645,0.16567571889427252,True
0.052631578947368425,0.25,0.013025797287926957,0.018206143948862993,-0.005180346660936036,0.7154616224343564,0.44995250354508715,0.12274565592529366,False
0.052631578947368425,0.2657894736842105,0.014723120014863476,0.019003623174698225,-0.004280503159834749,0.774753313066432,0.4811736848510427,0.12656249136302877,False
0.052631578947368425,0.28157894736842104,0.016524360459775695,0.019787006338095364,-0.0032626458783196685,0.8351116979207618,0.5129097264846372,0.1302675415884666,False
0.052631578947368425,0.2973684210526316,0.018429518622663642,0.020557313499891646,-0.0021277948772280043,0.8964945065784389,0.545191214207908,0.13387008838044825,False
0.052631578947368425,0.31315789473684214,0.02043859450352727,0.021315440959986758,-0.0008768464564594888,0.95886332081492,0.5780487337828928,0.13737819599366982,False
0.052631578947368425,0.32894736842105265,0.022551588102366613,0.02206218172913726,0.0004894063732293515,1.0221830451420404,0.6389442240498989,0.14079892366762362,True
0.052631578947368425,0.3447368421052632,0.02476849941918167,0.02279824179753759,0.001970257621644083,1.0864214722846255,0.7620259529699707,0.14413849269868004,True
