chi_kappa,L,P_cost,S_supply,R_deficit,In_Deficit
0.17,0.3631578947368421,2.1743494484034103,0.19301484850613185,11.265192627573073,True
0.17,0.3894736842105263,2.17434944840341,0.2027022458833076,10.726814786527564,True
0.17,0.4157894736842105,2.1743494484034103,0.2121950851949784,10.246935957095703,True
0.17,0.44210526315789467,2.1743494484034107,0.22150924509292919,9.81606635646838,True
0.17,0.46842105263157896,2.1743494484034107,0.230658445819788,9.426706404248542,True
0.17,0.49473684210526314,2.1743494484034107,0.23965464685273533,9.072844933148826,True
0.17,0.5210526315789473,2.1743494484034103,0.24850835410157143,8.74960303151298,True
0.17,0.5473684210526315,2.1743494484034103,0.2572288607522977,8.452976240862924,True
0.17,0.5736842105263158,2.17434944840341,0.2658244385823452,8.179644655695775,True
0.17,0.6,2.174349448403409,0.27430249173193366,7.92683083071781,True
0.18000000000000002,0.1,2.437678966376143,0.078257122951284,31.149611363730145,True
0.18000000000000002,0.12631578947368421,2.437678966376142,0.0921603734596511,26.45040243292185,True
0.18000000000000002,0.15263157894736842,2.4376789663761422,0.10521434485899063,23.16869405633942,True
0.18000000000000002,0.17894736842105263,2.4376789663761422,0.11760657399541748,20.72740394997924,True
0.18000000000000002,0.20526315789473684,2.437678966376143,0.12946178230954772,18.829332663963843,True
0.18000000000000002,0.23157894736842105,2.4376789663761422,0.14086828596948178,17.304668326157174,True
0.18000000000000002,0.2578947368421053,2.4376789663761422,0.15189154959270423,16.048812280293113,True
0.18000000000000002,0.28421052631578947,2.4376789663761413,0.162581822900903,14.993551695271353,True
0.18000000000000002,0.31052631578947365,2.437678966376142,0.1729787541762347,14.092360521296037,True
0.18000000000000002,0.3368421052631579,2.4376789663761413,0.18311433265185337,13.312332962001316,True
0.18000000000000002,0.3631578947368421,2.437678966376142,0.19301484850613185,12.629489312573273,True
0.18000000000000002,0.3894736842105263,2.4376789663761405,0.2027022458833076,12.02591000288903,True
0.18000000000000002,0.4157894736842105,2.4376789663761413,0.2121950851949784,11.487914360204178,True
0.18000000000000002,0.44210526315789467,2.437678966376142,0.22150924509292919,11.004863320054515,True
0.18000000000000002,0.46842105263157896,2.437678966376142,0.230658445819788,10.568349048361684,True
0.18000000000000002,0.49473684210526314,2.437678966376142,0.23965464685273533,10.171632381800066,True
0.18000000000000002,0.5210526315789473,2.437678966376142,0.24850835410157143,9.809243537059535,True
0.18000000000000002,0.5473684210526315,2.437678966376142,0.2572288607522977,9.476693086642172,True
0.18000000000000002,0.5736842105263158,2.437678966376142,0.2658244385823452,9.170259060364815,True
0.18000000000000002,0.6,2.43767896637614,0.27430249173193366,8.88682764412654,True
0.19,0.1,2.7160558853758867,0.078257122951284,34.70682006884746,True
0.19,0.12631578947368421,2.716055885375886,0.0921603734596511,29.470973081125884,True
0.19,0.15263157894736842,2.7160558853758867,0.10521434485899063,25.81450171092139,True
0.19,0.17894736842105263,2.7160558853758854,0.11760657399541748,23.094422302291672,True
0.19,0.20526315789473684,2.716055885375887,0.12946178230954772,20.97959596200909,True
0.19,0.23157894736842105,2.7160558853758867,0.14086828596948178,19.280818721428208,True
0.19,0.2578947368421053,2.7160558853758863,0.15189154959270423,17.881547016005594,True
0.19,0.28421052631578947,2.7160558853758854,0.162581822900903,16.705778277756043,True
0.19,0.31052631578947365,2.716055885375885,0.1729787541762347,15.70167329687613,True
0.19,0.3368421052631579,2.716055885375885,0.18311433265185337,14.83256851630393,True
0.19,0.3631578947368421,2.7160558853758854,0.19301484850613185,14.07174580814491,True
0.19,0.3894736842105263,2.716055885375884,0.2027022458833076,13.399239231614008,True
0.19,0.4157894736842105,2.7160558853758854,0.2121950851949784,12.79980581491885,True
0.19,0.44210526315789467,2.7160558853758854,0.22150924509292919,12.26159153870271,True
0.19,0.46842105263157896,2.7160558853758854,0.230658445819788,11.775228414995576,True
0.19,0.49473684210526314,2.716055885375886,0.23965464685273533,11.333207684659946,True
0.19,0.5210526315789473,2.716055885375886,0.24850835410157143,10.929434928637319,True
0.19,0.5473684210526315,2.7160558853758867,0.2572288607522977,10.55890803789452,True
0.19,0.5736842105263158,2.7160558853758867,0.2658244385823452,10.217480002443516,True
0.19,0.6,2.7160558853758836,0.27430249173193366,9.901681418301482,True
0.2,0.1,3.0094802054026455,0.078257122951284,38.45631032559277,True
0.2,0.12631578947368421,3.0094802054026433,0.0921603734596511,32.654817818422025,True
0.2,0.15263157894736842,3.0094802054026446,0.10521434485899063,28.603325995480763,True
0.2,0.17894736842105263,3.0094802054026437,0.11760657399541748,25.589387592566958,True
0.2,0.20526315789473684,3.009480205402645,0.12946178230954772,23.246089708597328,True
0.2,0.23157894736842105,3.0094802054026446,0.14086828596948178,21.363788056984163,True
0.2,0.2578947368421053,3.0094802054026446,0.15189154959270423,19.81334849418903,True
0.2,0.28421052631578947,3.0094802054026433,0.162581822900903,18.51055764848315,True
0.2,0.31052631578947365,3.0094802054026433,0.1729787541762347,17.397975952217323,True
0.2,0.3368421052631579,3.0094802054026433,0.18311433265185337,16.43497896543372,True
0.2,0.3631578947368421,3.0094802054026433,0.19301484850613185,15.591962114287988,True
0.2,0.3894736842105263,3.009480205402643,0.2027022458833076,14.846802472702507,True
0.2,0.4157894736842105,3.0094802054026433,0.2121950851949784,14.182610321239725,True
0.2,0.44210526315789467,3.009480205402644,0.22150924509292919,13.58625101241298,True
0.2,0.46842105263157896,3.009480205402644,0.230658445819788,13.047344504150228,True
0.2,0.49473684210526314,3.0094802054026437,0.23965464685273533,12.557570841728474,True
0.2,0.5210526315789473,3.0094802054026446,0.24850835410157143,12.110177206246341,True
0.2,0.5473684210526315,3.0094802054026433,0.2572288607522977,11.699621094619962,True
0.2,0.5736842105263158,3.0094802054026437,0.2658244385823452,11.32130748193187,True
0.2,0.6,3.009480205402642,0.27430249173193366,10.971392153242643,True
