chi_kappa,L,P_cost,S_supply,R_deficit,In_Deficit
0.12,0.12631578947368421,1.0834128739449513,0.0921603734596511,11.755734414631927,True
0.12,0.15263157894736842,1.0834128739449516,0.10521434485899063,10.29719735837307,True
0.12,0.17894736842105263,1.0834128739449516,0.11760657399541748,9.212179533324104,True
0.12,0.20526315789473684,1.083412873944952,0.12946178230954772,8.368592295095038,True
0.12,0.23157894736842105,1.0834128739449518,0.14086828596948178,7.690963700514296,True
0.12,0.2578947368421053,1.083412873944952,0.15189154959270423,7.1328054579080495,True
0.12,0.28421052631578947,1.0834128739449516,0.162581822900903,6.663800753453934,True
0.12,0.31052631578947365,1.0834128739449516,0.1729787541762347,6.2632713427982365,True
0.12,0.3368421052631579,1.0834128739449516,0.18311433265185337,5.9165924275561395,True
0.12,0.3631578947368421,1.0834128739449513,0.19301484850613185,5.613106361143674,True
0.12,0.3894736842105263,1.0834128739449511,0.2027022458833076,5.344848890172901,True
0.12,0.4157894736842105,1.0834128739449516,0.2121950851949784,5.1057397156463,True
0.12,0.44210526315789467,1.0834128739449518,0.22150924509292919,4.891050364468672,True
0.12,0.46842105263157896,1.0834128739449516,0.230658445819788,4.69704402149408,True
0.12,0.49473684210526314,1.0834128739449516,0.23965464685273533,4.52072550302225,True
0.12,0.5210526315789473,1.0834128739449516,0.24850835410157143,4.3596637942486804,True
0.12,0.5473684210526315,1.0834128739449516,0.2572288607522977,4.211863594063186,True
0.12,0.5736842105263158,1.0834128739449516,0.2658244385823452,4.075670693495472,True
0.12,0.6,1.083412873944951,0.27430249173193366,3.9497011751673505,True
0.13,0.1,1.2715053867826178,0.078257122951284,16.247791112562947,True
0.13,0.12631578947368421,1.271505386782617,0.0921603734596511,13.796660528283308,True
0.13,0.15263157894736842,1.2715053867826172,0.10521434485899063,12.084905233090621,True
0.13,0.17894736842105263,1.271505386782617,0.11760657399541748,10.81151625785954,True
0.13,0.20526315789473684,1.2715053867826176,0.12946178230954772,9.821472901882371,True
0.13,0.23157894736842105,1.2715053867826174,0.14086828596948178,9.02620045407581,True
0.13,0.2578947368421053,1.271505386782617,0.15189154959270423,8.371139738794861,True
0.13,0.28421052631578947,1.271505386782617,0.162581822900903,7.820710606484132,True
0.13,0.31052631578947365,1.2715053867826167,0.1729787541762347,7.350644839811818,True
0.13,0.3368421052631579,1.271505386782617,0.18311433265185337,6.9437786128957475,True
0.13,0.3631578947368421,1.2715053867826167,0.19301484850613185,6.587603993286675,True
0.13,0.3894736842105263,1.2715053867826165,0.2027022458833076,6.272774044716809,True
0.13,0.4157894736842105,1.2715053867826167,0.2121950851949784,5.992152860723783,True
0.13,0.44210526315789467,1.271505386782617,0.22150924509292919,5.740191052744483,True
0.13,0.46842105263157896,1.2715053867826172,0.230658445819788,5.5125030530034715,True
0.13,0.49473684210526314,1.271505386782617,0.23965464685273533,5.30557368063028,True
0.13,0.5210526315789473,1.271505386782617,0.24850835410157143,5.116549869639077,True
0.13,0.5473684210526315,1.271505386782617,0.2572288607522977,4.9430899124769345,True
0.13,0.5736842105263158,1.2715053867826167,0.2658244385823452,4.783252411116214,True
0.13,0.6,1.271505386782616,0.27430249173193366,4.635413184745016,True
0.14,0.1,1.4746453006472964,0.078257122951284,18.84359205954046,True
0.14,0.12631578947368421,1.4746453006472955,0.0921603734596511,16.000860731026798,True
0.14,0.15263157894736842,1.4746453006472957,0.10521434485899063,14.015629737785574,True
0.14,0.17894736842105263,1.4746453006472955,0.11760657399541748,12.538799920357809,True
0.14,0.20526315789473684,1.4746453006472964,0.12946178230954772,11.390583957212694,True
0.14,0.23157894736842105,1.4746453006472962,0.14086828596948178,10.468256147922242,True
0.14,0.2578947368421053,1.474645300647296,0.15189154959270423,9.708540762152625,True
0.14,0.28421052631578947,1.4746453006472953,0.162581822900903,9.070173247756744,True
0.14,0.31052631578947365,1.4746453006472957,0.1729787541762347,8.52500821658649,True
0.14,0.3368421052631579,1.4746453006472955,0.18311433265185337,8.053139693062525,True
0.14,0.3631578947368421,1.4746453006472953,0.19301484850613185,7.6400614360011145,True
0.14,0.3894736842105263,1.474645300647295,0.2027022458833076,7.274933211624229,True
0.14,0.4157894736842105,1.4746453006472955,0.2121950851949784,6.9494790574074665,True
0.14,0.44210526315789467,1.4746453006472957,0.22150924509292919,6.657262996082361,True
0.14,0.46842105263157896,1.4746453006472957,0.230658445819788,6.393198807033612,True
0.14,0.49473684210526314,1.474645300647296,0.23965464685273533,6.153209712446954,True
0.14,0.5210526315789473,1.4746453006472957,0.24850835410157143,5.9339868310607065,True
0.14,0.5473684210526315,1.4746453006472957,0.2572288607522977,5.732814336363783,True
0.14,0.5736842105263158,1.4746453006472955,0.2658244385823452,5.547440666146616,True
0.14,0.6,1.4746453006472948,0.27430249173193366,5.375982155088896,True
0.15000000000000002,0.1,1.6928326155389883,0.078257122951284,21.631674558145935,True
0.15000000000000002,0.12631578947368421,1.6928326155389875,0.0921603734596511,18.368335022862396,True
0.15000000000000002,0.15263157894736842,1.692832615538988,0.10521434485899063,16.089370872457934,True
0.15000000000000002,0.17894736842105263,1.6928326155389875,0.11760657399541748,14.394030520818916,True
0.15000000000000002,0.20526315789473684,1.692832615538988,0.12946178230954772,13.075925461085998,True
0.15000000000000002,0.23157894736842105,1.6928326155389877,0.14086828596948178,12.017130782053592,True
0.15000000000000002,0.2578947368421053,1.6928326155389875,0.15189154959270423,11.145008527981327,True
0.15000000000000002,0.28421052631578947,1.6928326155389872,0.162581822900903,10.412188677271775,True
0.15000000000000002,0.31052631578947365,1.6928326155389872,0.1729787541762347,9.786361473122247,True
0.15000000000000002,0.3368421052631579,1.6928326155389875,0.18311433265185337,9.244675668056471,True
0.15000000000000002,0.3631578947368421,1.6928326155389875,0.19301484850613185,8.770478689286996,True
0.15000000000000002,0.3894736842105263,1.6928326155389868,0.2027022458833076,8.351326390895162,True
0.15000000000000002,0.4157894736842105,1.6928326155389877,0.2121950851949784,7.977718305697349,True
0.15000000000000002,0.44210526315789467,1.6928326155389872,0.22150924509292919,7.642266194482301,True
0.15000000000000002,0.46842105263157896,1.692832615538987,0.230658445819788,7.339131283584502,True
0.15000000000000002,0.49473684210526314,1.6928326155389875,0.23965464685273533,7.0636335984722685,True
0.15000000000000002,0.5210526315789473,1.6928326155389872,0.24850835410157143,6.811974678513565,True
0.15000000000000002,0.5473684210526315,1.6928326155389875,0.2572288607522977,6.581036865723731,True
0.15000000000000002,0.5736842105263158,1.6928326155389872,0.2658244385823452,6.368235458586677,True
0.15000000000000002,0.6,1.6928326155389863,0.27430249173193366,6.171408086198988,True
0.16,0.1,1.9260673314576933,0.078257122951284,24.612038608379375,True
0.16,0.12631578947368421,1.9260673314576917,0.0921603734596511,20.899083403790097,True
0.16,0.15263157894736842,1.926067331457692,0.10521434485899063,18.306128637107683,True
0.16,0.17894736842105263,1.926067331457692,0.11760657399541748,16.377208059242854,True
0.16,0.20526315789473684,1.9260673314576928,0.12946178230954772,14.87749741350229,True
0.16,0.23157894736842105,1.9260673314576926,0.14086828596948178,13.672824356469864,True
0.16,0.2578947368421053,1.9260673314576917,0.15189154959270423,12.680543036280973,True
0.16,0.28421052631578947,1.9260673314576915,0.162581822900903,11.846756895029216,True
0.16,0.31052631578947365,1.9260673314576917,0.1729787541762347,11.134704609419087,True
0.16,0.3368421052631579,1.9260673314576915,0.18311433265185337,10.51838653787758,True
0.16,0.3631578947368421,1.926067331457691,0.19301484850613185,9.978855753144309,True
0.16,0.3894736842105263,1.9260673314576913,0.2027022458833076,9.501953582529604,True
0.16,0.4157894736842105,1.9260673314576917,0.2121950851949784,9.076870605593424,True
0.16,0.44210526315789467,1.9260673314576917,0.22150924509292919,8.695200647944304,True
0.16,0.46842105263157896,1.9260673314576922,0.230658445819788,8.350300482656145,True
0.16,0.49473684210526314,1.926067331457692,0.23965464685273533,8.036845338706224,True
0.16,0.5210526315789473,1.9260673314576915,0.24850835410157143,7.7505134119976535,True
0.16,0.5473684210526315,1.9260673314576922,0.2572288607522977,7.487757500556778,True
0.16,0.5736842105263158,1.9260673314576915,0.2658244385823452,7.245636788436395,True
0.16,0.6,1.9260673314576908,0.27430249173193366,7.021690978075291,True
0.17,0.1,2.174349448403412,0.078257122951284,27.784684210240783,True
0.17,0.12631578947368421,2.1743494484034103,0.0921603734596511,23.59310587380992,True
0.17,0.15263157894736842,2.1743494484034103,0.10521434485899063,20.66590303173485,True
0.17,0.17894736842105263,2.17434944840341,0.11760657399541748,18.488332535629624,True
0.17,0.20526315789473684,2.174349448403411,0.12946178230954772,16.795299814461572,True
0.17,0.23157894736842105,2.1743494484034107,0.14086828596948178,15.435336871171058,True
0.17,0.2578947368421053,2.1743494484034103,0.15189154959270423,14.31514428705157,True
0.17,0.28421052631578947,2.17434944840341,0.162581822900903,13.373877901029077,True
0.17,0.31052631578947365,2.17434944840341,0.1729787541762347,12.570037625477017,True
0.17,0.3368421052631579,2.1743494484034103,0.18311433265185337,11.874272302525867,True
