chi_kappa,L,P_counter,Supply,Deficit
1.6418367346938774,0.5173469387755102,341.35276862695537,0.31655920269953386,341.03620942425584
1.6418367346938774,0.5275510204081633,354.95257881724604,0.3291698965191683,354.6234089207269
1.6418367346938774,0.5377551020408163,368.8180936094853,0.3420268929524676,368.47606671653284
1.6418367346938774,0.5479591836734693,382.94931620026784,0.35513019199943135,382.5941860082684
1.6418367346938774,0.5581632653061224,397.3462497864488,0.36847979366006006,396.97776999278875
1.6418367346938774,0.5683673469387754,412.00889756513516,0.3820756979343536,411.6268218672008
1.6418367346938774,0.5785714285714285,426.9372627337039,0.39591790482231165,426.5413448288816
1.6418367346938774,0.5887755102040816,442.13134848977865,0.41000641432393464,441.7213420754547
1.6418367346938774,0.5989795918367347,457.5911580312499,0.4243412264392223,457.1668168048107
1.6418367346938774,0.6091836734693877,473.3166945562616,0.4389223411681747,472.87777221509344
1.6418367346938774,0.6193877551020408,489.3079612632218,0.4537497585107918,488.854211504711
1.6418367346938774,0.6295918367346939,505.56496135079107,0.4688234784670737,505.096137872324
1.6418367346938774,0.639795918367347,522.0876980178938,0.4841435010370203,521.6035545168568
1.6418367346938774,0.65,538.8761744637108,0.49970982622063165,538.3764646374901
2.0497959183673466,0.15,44.72196606059765,0.026611765893406417,44.695354294704245
2.0497959183673466,0.16020408163265307,51.01375115375359,0.03035556562111041,50.98339558813248
2.0497959183673466,0.1704081632653061,57.71950968576785,0.03434566796247913,57.68516401780537
2.0497959183673466,0.18061224489795918,64.83924662469342,0.03858207291751259,64.80066455177591
2.0497959183673466,0.19081632653061223,72.37296693898362,0.04306478048621078,72.32990215849742
2.0497959183673466,0.2010204081632653,80.32067559749254,0.047793790668573734,80.27288180682396
2.0497959183673466,0.21122448979591835,88.68237756947451,0.052769103464601376,88.62960846600991
2.0497959183673466,0.22142857142857142,97.45807782458462,0.057990718874293794,97.40008710571033
2.0497959183673466,0.2316326530612245,106.64778133287888,0.06345863689765094,106.58432269598123
2.0497959183673466,0.24183673469387754,116.25149306481366,0.06917285753467281,116.18232020727899
2.0497959183673466,0.2520408163265306,126.26921799124659,0.07513338078535943,126.19408461046123
2.0497959183673466,0.26224489795918365,136.70096108343608,0.08134020664971078,136.61962087678637
2.0497959183673466,0.2724489795918367,147.54672731304169,0.08779333512772688,147.45893397791397
2.0497959183673466,0.28265306122448974,158.80654230735712,0.09449276621940768,158.7120495411377
2.0497959183673466,0.2928571428571428,170.48037124751528,0.10143849992475322,170.37893274759054
2.0497959183673466,0.3030612244897959,182.56823829643696,0.10863053624376352,182.4596077601932
2.0497959183673466,0.31326530612244896,195.07014842739167,0.11606887517643857,194.95407955221523
2.0497959183673466,0.32346938775510203,207.9861066140517,0.12375351672277835,207.8623530973289
2.0497959183673466,0.3336734693877551,221.31611783049038,0.13168446088278285,221.1844333696076
2.0497959183673466,0.3438775510204082,235.0601870511816,0.1398617076564521,234.92032534352515
2.0497959183673466,0.3540816326530612,249.21831925100145,0.14828525704378606,249.07003399395765
2.0497959183673466,0.36428571428571427,263.79051940522857,0.1569551090447848,263.6335642961838
2.0497959183673466,0.3744897959183673,278.7767924895401,0.1658712636594482,278.6109212258807
2.0497959183673466,0.38469387755102036,294.1771434800193,0.1750337208877764,294.00210975913154
2.0497959183673466,0.39489795918367343,309.9915773531487,0.18444248072976926,309.80713487241894
2.0497959183673466,0.4051020408163265,326.22009908581396,0.19409754318542696,326.02600154262853
2.0497959183673466,0.4153061224489796,342.8627136552983,0.20399890825474937,342.6587147470436
2.0497959183673466,0.42551020408163265,359.9194260392949,0.21414657593773648,359.70527946335716
2.0497959183673466,0.4357142857142857,377.39024121589165,0.22454054623438838,377.16570066965727
2.0497959183673466,0.4459183673469388,395.2751641635825,0.235180819144705,395.03998334443776
2.0497959183673466,0.45612244897959175,413.574199861262,0.24606739466868624,413.32813246659333
2.0497959183673466,0.4663265306122448,432.2873532882282,0.2572002728063323,432.03015301542183
2.0497959183673466,0.4765306122448979,451.41462942418235,0.2685794535576432,451.1460499706247
2.0497959183673466,0.486734693877551,470.9560332492225,0.28020493692261866,470.67582831229987
2.0497959183673466,0.49693877551020404,490.9115697438573,0.29207672290125897,490.61949302095604
2.0497959183673466,0.5071428571428571,511.28124388899175,0.30419481149356403,510.9770490774982
2.0497959183673466,0.5173469387755102,532.0650606659372,0.31655920269953386,531.7485014632376
2.0497959183673466,0.5275510204081633,553.2630250564064,0.3291698965191683,552.9338551598872
2.0497959183673466,0.5377551020408163,574.8751420425143,0.3420268929524676,574.5331151495618
2.0497959183673466,0.5479591836734693,596.9014166067751,0.35513019199943135,596.5462864147756
2.0497959183673466,0.5581632653061224,619.3418537321185,0.36847979366006006,618.9733739384584
2.0497959183673466,0.5683673469387754,642.1964584018586,0.3820756979343536,641.8143827039243
2.0497959183673466,0.5785714285714285,665.46523559973,0.39591790482231165,665.0693176949077
2.0497959183673466,0.5887755102040816,689.14819030986,0.41000641432393464,688.738183895536
2.0497959183673466,0.5989795918367347,713.2453275167838,0.4243412264392223,712.8209862903446
2.0497959183673466,0.6091836734693877,737.7566522054334,0.4389223411681747,737.3177298642652
2.0497959183673466,0.6193877551020408,762.6821693611531,0.4537497585107918,762.2284196026424
2.0497959183673466,0.6295918367346939,788.0218839696822,0.4688234784670737,787.5530604912151
2.0497959183673466,0.639795918367347,813.7758010171721,0.4841435010370203,813.291657516135
2.0497959183673466,0.65,839.9439254901712,0.49970982622063165,839.4442156639506
2.457755102040816,0.15,64.29494842977478,0.026611765893406417,64.26833666388137
2.457755102040816,0.16020408163265307,73.3403915023704,0.03035556562111041,73.31003593674929
2.457755102040816,0.1704081632653061,82.98098732085882,0.03434566796247913,82.94664165289633
2.457755102040816,0.18061224489795918,93.21674302760752,0.03858207291751259,93.17816095469001
2.457755102040816,0.19081632653061223,104.04766576555937,0.04306478048621078,104.00460098507317
2.457755102040816,0.2010204081632653,115.47376267823336,0.047793790668573734,115.42596888756478
2.457755102040816,0.21122448979591835,127.49504090972403,0.052769103464601376,127.44227180625943
2.457755102040816,0.22142857142857142,140.11150760470196,0.057990718874293794,140.05351688582766
2.457755102040816,0.2316326530612245,153.32316990841412,0.06345863689765094,153.25971127151647
2.457755102040816,0.24183673469387754,167.1300349666835,0.06917285753467281,167.06086210914881
2.457755102040816,0.2520408163265306,181.5321099259091,0.07513338078535943,181.45697654512375
2.457755102040816,0.26224489795918365,196.52940193306716,0.08134020664971078,196.44806172641745
2.457755102040816,0.2724489795918367,212.1219181357092,0.08779333512772688,212.03412480058148
2.457755102040816,0.28265306122448974,228.3096656819645,0.09449276621940768,228.2151729157451
2.457755102040816,0.2928571428571428,245.09265172053776,0.10143849992475322,244.99121322061302
2.457755102040816,0.3030612244897959,262.470883400712,0.10863053624376352,262.36225286446825
2.457755102040816,0.31326530612244896,280.444367872346,0.11606887517643857,280.32829899716955
2.457755102040816,0.32346938775510203,299.01311228587537,0.12375351672277835,298.8893587691526
2.457755102040816,0.3336734693877551,318.1771237923135,0.13168446088278285,318.0454393314307
2.457755102040816,0.3438775510204082,337.9364535063324,0.1398617076564521,337.79659179867593
2.457755102040816,0.3540816326530612,358.29102330355255,0.14828525704378606,358.1427380465088
2.457755102040816,0.36428571428571427,379.24088172781944,0.1569551090447848,379.0839266187747
2.457755102040816,0.3744897959183673,400.7860359324614,0.1658712636594482,400.620164668802
2.457755102040816,0.38469387755102036,422.9264930713899,0.1750337208877764,422.75145935050216
2.457755102040816,0.39489795918367343,445.66226029909353,0.18444248072976926,445.47781781836375
2.457755102040816,0.4051020408163265,468.99334477063167,0.19409754318542696,468.79924722744624
2.457755102040816,0.4153061224489796,492.91975364165154,0.20399890825474937,492.7157547333968
2.457755102040816,0.42551020408163265,517.4414940683704,0.21414657593773648,517.2273474924326
2.457755102040816,0.4357142857142857,542.5585732075893,0.22454054623438838,542.334032661355
